RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.4205505942872585,0.0,0.39196373479603264,3.784189633918261,2.6666748416292116,5.181783550292085,3.9288072606754234,3.044522437723423,2.333359375478048,0.0,1.8589953432840074
3.367295829986474,3.1229366302033537,0.0,0.0,3.784189633918261,2.779557720799285,5.181783550292085,2.2930326608313276,3.044522437723423,2.0056988013668646,0.0,1.138035399289736
3.367295829986474,3.738840742193247,0.0,0.6739516921112083,3.784189633918261,1.7593831905373436,5.181783550292085,3.0556191514139526,3.044522437723423,1.9940264042459754,0.0,0.8368371540041286
3.367295829986474,3.411321614418404,0.0,0.8014012696417838,3.784189633918261,3.359541642753693,5.181783550292085,3.0969919406861264,3.044522437723423,2.234389457173902,0.0,0.5249592389062123
3.367295829986474,3.331338081044211,0.0,0.9388460131099915,3.784189633918261,3.742626126650207,5.181783550292085,3.3676849454541977,3.044522437723423,1.0376103677247648,0.0,2.2676511624040256
3.367295829986474,2.6467839639049826,0.0,0.9360916776086898,3.784189633918261,3.324593881941075,5.181783550292085,2.936987319307126,3.044522437723423,1.2737173033857319,0.0,0.0
3.367295829986474,3.362779845733302,0.0,0.16452112446701295,3.784189633918261,3.284240750083856,5.181783550292085,1.7742370826389684,3.044522437723423,2.1066210850021423,0.0,2.945515607733416
3.367295829986474,3.6428131460796047,0.0,0.6462675377961082,3.784189633918261,4.151414910796483,5.181783550292085,4.839448515586672,3.044522437723423,2.003712075216609,0.0,1.3529453371316051
3.367295829986474,3.0207051908587186,0.0,0.0,3.784189633918261,2.946110316029151,5.181783550292085,5.3873940519026045,3.044522437723423,2.1185122450441525,0.0,0.0
3.367295829986474,2.775935038579414,0.0,0.8524809633180179,3.784189633918261,3.235170279920832,5.181783550292085,1.964606040525502,3.044522437723423,2.1590260225719584,0.0,2.5618132506728215
3.367295829986474,3.8008946886730834,0.0,0.434882828320867,3.784189633918261,3.474078238695026,5.181783550292085,5.00892398893444,3.044522437723423,3.031135958337081,0.0,1.356707339254866
