RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.4849066497880004,2.4351529294238996,3.6888794541139363,3.6722441908396397,0.0,0.0,2.5649493574615367,2.5672529730537423,4.820281565605037,4.8074087568215615,0.0,0.40739436740944157,1.3862943611198906,0.6401965770877169,2.9444389791664403,2.944434154608274,1.0986122886681098,1.6906070759942677
2.4849066497880004,2.399619108850286,3.6888794541139363,3.6825599010371897,0.0,0.0,2.5649493574615367,2.58024703192389,4.820281565605037,4.847817939337012,0.0,0.3583178463116611,1.3862943611198906,0.12513279231587193,2.9444389791664403,2.9444317856009175,1.0986122886681098,1.7160670527247148
2.4849066497880004,2.4499522220445265,3.6888794541139363,3.67768177224704,0.0,0.0,2.5649493574615367,2.5553925475109422,4.820281565605037,4.8233896870849815,0.0,0.5386739040578088,1.3862943611198906,0.19208168605526804,2.9444389791664403,2.944436731596274,1.0986122886681098,1.736148178721047
2.4849066497880004,2.4442847947111974,3.6888794541139363,3.6629909953899875,0.0,0.0,2.5649493574615367,2.5640026000634895,4.820281565605037,4.864550053235749,0.0,0.5220039849667621,1.3862943611198906,0.0024795079460071534,2.9444389791664403,2.944436215191822,1.0986122886681098,1.2693027577819551
2.4849066497880004,2.4994331562137813,3.6888794541139363,3.6789436389670267,0.0,0.0,2.5649493574615367,2.572156867338051,4.820281565605037,4.804404498253286,0.0,0.27502707334612986,1.3862943611198906,0.0,2.9444389791664403,2.9444324274875253,1.0986122886681098,1.796438344771052
2.4849066497880004,2.497649676902663,3.713572066704308,3.6793028498613123,0.0,0.0,2.5649493574615367,2.5791858090824067,4.832305758571839,4.799539418738242,0.0,0.7133838575949849,1.3862943611198906,0.8137506032959826,2.9444389791664403,2.944433860581289,1.0986122886681098,1.962920855546586
2.4849066497880004,2.427857420475647,3.7376696182833684,3.6640120193054075,0.0,0.0,2.5649493574615367,2.5765708153230396,4.844187086458591,4.817123607139401,0.0,0.06900871291110239,1.3862943611198906,0.0,2.9444389791664403,2.944434946623158,1.0986122886681098,1.5857995331647847
2.4849066497880004,2.4209165028286344,3.728100167267218,3.6872092558487215,0.0,0.0,2.5649493574615367,2.5870913834682914,4.847331743138063,4.8194140971756285,0.0,0.14485078762951908,1.3862943611198906,0.2972117981156569,2.9444389791664403,2.9444369349503487,1.0986122886681098,1.6362011844007864
2.4849066497880004,2.4708943355305473,3.7184382563554808,3.6546161911769905,0.0,2.0330579212661397e-06,2.5649493574615367,2.5516930875987045,4.850466541943434,4.798348367266264,0.0,0.8341355935043915,1.3862943611198906,1.2514433768559592,2.9444389791664403,2.944439942710592,1.0986122886681098,1.4396631143766303
2.4849066497880004,2.3822484469304044,3.708682081410116,3.6536083405557447,0.0,0.0,2.5649493574615367,2.5810413099306135,4.853591544486569,4.830704380697798,0.0,0.0,1.3862943611198906,0.6353939675276744,2.9444389791664403,2.9444314614437737,1.0986122886681098,1.790484417993017
2.4849066497880004,2.435303557092628,3.6988297849671046,3.679520642607287,0.0,0.0,2.5649493574615367,2.5567889940810558,4.856706811803519,4.823569650400745,0.0,0.14915661411532738,1.3862943611198906,0.454720803451922,2.9444389791664403,2.944435752447083,1.0986122886681098,1.5992847694250631
2.4849066497880004,2.396081636529138,3.6888794541139363,3.6788708446245435,0.0,0.0,2.5649493574615367,2.5787243833954587,4.859812404361672,4.852781120698137,0.0,0.5587634576273192,1.3862943611198906,0.2433613732412882,2.9444389791664403,2.944435875278346,1.0986122886681098,1.8319967531249641
