S00108_Actual,S00108_Simulated
1.3862943611198906,1.0166596193930002
1.3862943611198906,0.13412692917423963
1.3862943611198906,2.2477247672342298
1.3862943611198906,0.1630877014497677
1.3862943611198906,0.0
1.3862943611198906,2.40315971398212
1.3862943611198906,1.4539793794217548
1.3862943611198906,0.3634146200266478
1.3862943611198906,2.366322163318107
1.3862943611198906,0.4887340278789598
1.3862943611198906,2.3617141324361275
1.3862943611198906,1.3612846763464088
1.3862943611198906,0.9412048173833283
1.3862943611198906,0.0
1.3862943611198906,0.6970330840225317
1.3862943611198906,1.1641202155867452
1.3862943611198906,0.5466258891538103
1.3862943611198906,0.9481057377301702
1.3862943611198906,1.012844133315078
1.3862943611198906,1.1008789005582158
1.3862943611198906,1.2630404728684979
1.3862943611198906,0.6162366752444013
1.3862943611198906,0.0
1.3862943611198906,0.8534012225473271
