S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,0.9118363815247748,0.25241187134073034,0.0,0.18529177914319295,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.226347008826348,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.376393892214573,0.9207253289420207,0.0,0.0,0.4843182491761729,0.0,1.7323875543278464,1.9459101490553132,3.0935357029212107,4.2273202449129,2.5335587846961993,1.0986122886681098,1.09478657198708,1.6094379124341003,1.306277407113328,1.0986122886681098,1.0986097466470086,0.0,0.7834140794757282
1.6094379124341003,1.5880281648447103,0.9295359586241757,0.18838599282664864,0.0,0.12227645222840182,0.0,2.37185298853304,1.9459101490553132,2.9238487410929483,4.22829253473184,2.096561840128245,1.0986122886681098,0.9839460560526514,1.6094379124341003,1.4612743811925146,1.0986122886681098,1.0986092963767344,0.0,0.1830620356595575
1.6094379124341003,1.5324488721656224,0.9382696385929303,0.5387485400817361,0.0,0.14923783664554627,0.0,0.2987918521665056,1.9459101490553132,2.8909891099241802,4.229263880121471,3.6384189811615566,1.0986122886681098,1.3550389747617526,1.6094379124341003,1.5489103290627697,1.0986122886681098,1.0986138465257789,0.0,0.0
1.6094379124341003,1.755946413229626,0.946927701336045,0.27516636865334554,0.0,0.2308137121590522,0.0,0.23663653571491117,1.9459101490553132,3.0139521004690737,4.23023428291475,2.8543541692891763,1.0986122886681098,1.3062179479536387,1.6094379124341003,1.443222613616793,1.0986122886681098,1.0986071010348437,0.0,1.1088701211032157
1.6094379124341003,1.4521515718270903,0.9555114450274363,0.30645685373587855,0.0,0.0,0.0,2.49197712844101,1.9459101490553132,3.481545718020696,4.231203744939298,3.6506781782350917,1.0986122886681098,1.046029049518443,1.6094379124341003,1.554019975444463,1.0986122886681098,1.0986054773186327,0.0,0.0
1.6094379124341003,2.026419506929932,0.964022134695345,0.0,0.0,0.2129199632726798,0.0,0.9820196425785556,1.9459101490553132,2.634509223005937,4.232172268017428,3.1006991525072456,1.0986122886681098,0.9809254338153289,1.6094379124341003,1.6099712860268784,1.0986122886681098,1.0986043903658442,0.0,0.4716940456170291
1.6094379124341003,1.5549413096386469,0.9724610033412096,0.10544720529707119,0.0,0.0,0.0,1.5329136647376105,1.9459101490553132,3.5684662014640014,4.233139853966164,2.7830713575891877,1.0986122886681098,0.9637052401736776,1.6094379124341003,1.527884032736181,1.0986122886681098,1.0986028698043593,0.0,0.2727905889763193
1.6094379124341003,1.378553861036281,0.9808292530117263,0.0,0.0,0.5904720353306987,0.0,1.6277803002883307,1.9459101490553132,2.3302815399157684,4.23410650459726,2.227026953503742,1.0986122886681098,0.9736937065316653,1.6094379124341003,1.6394116677216433,1.0986122886681098,1.0986100463152972,0.0,1.1250464680640588
1.6094379124341003,1.4909786563475813,0.9891280558264214,0.5061931291836552,0.0,0.6864432222857427,0.0,0.0,1.9459101490553132,2.63474663834105,4.2350722217172185,3.7650208857261793,1.0986122886681098,0.9079225934915083,1.6094379124341003,1.3880033281699629,1.0986122886681098,1.098610972179179,0.0,0.4816523588711761
