,Actual_last_5_vals,Mean_Simulation,Simulated_26,Simulated_22,Simulated_3,Simulated_11,Simulated_25,Simulated_19,Simulated_1,Simulated_20,Simulated_18,Simulated_21,Simulated_7,Simulated_16,Simulated_10,Simulated_12,Simulated_8,Simulated_13,Simulated_6,Simulated_27,Simulated_14,Simulated_4,Simulated_17,Simulated_5,Simulated_29,Simulated_9,Simulated_0,Simulated_2,Simulated_24,Simulated_23,Simulated_15,Simulated_28
0,42899.57205240175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42902.17903930131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42904.78602620088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42907.39301310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51,50765.51
6,,51974.67,63683.23,46536.67,28487.2,56164.07,44636.38,53582.3,44021.89,66274.94,55143.78,51543.6,37285.19,48290.12,53292.61,45086.17,45169.87,56220.78,46014.91,63516.83,43382.81,46417.7,71590.71,51605.29,49713.88,72040.3,56864.49,53464.13,58262.41,38841.19,40948.4,71158.2
7,,52360.95,59462.93,53553.71,27878.53,46898.31,58623.45,51097.49,51598.69,34877.88,54871.91,42323.5,55279.23,45044.4,48848.53,47894.54,79456.32,55598.45,41148.23,65048.79,56441.98,52567.82,70413.42,60248.17,55140.33,48966.54,60877.75,35065.75,41674.49,54746.29,37580.09,77600.86
8,,49188.12,56111.62,48440.51,45065.48,47235.75,63853.64,31918.12,53418.09,59535.18,40983.6,49331.51,50920.26,45356.63,39349.44,61296.74,56293.96,33197.4,47195.08,62808.85,64917.49,55613.58,53539.21,36328.52,40089.68,39977.99,47727.08,54695.26,39962.43,32888.17,57719.6,59872.58
9,,53275.27,53663.29,54083.29,59518.72,55977.78,53535.48,65606.55,31818.42,56434.99,54194.01,45701.68,71721.97,39845.35,46114.66,64316.87,61584.98,61235.57,50805.91,67888.47,56015.41,45754.55,54791.59,47246.23,52455.34,42892.31,47359.47,53169.79,36745.78,41430.98,57612.11,68736.7
10,,51541.73,53157.19,40037.43,49447.6,43575.99,60967.94,47502.17,65331.14,67237.38,36815.74,61039.6,47866.7,56774.03,56357.38,47306.9,56499.89,50249.55,59925.19,53885.01,51065.45,46319.33,41565.09,51389.29,59963.46,42746.91,35769.76,47020.55,49224.88,51338.75,65945.47,49926.22
11,,49456.4,47509.5,51059.09,54021.66,47457.68,50463.95,46401.35,42567.05,52817.52,29172.52,53598.31,54076.31,57460.9,44921.15,54089.04,34781.62,47167.95,55404.08,68749.16,48015.17,60558.87,46534.75,39807.78,43491.2,40040.07,60599.06,63845.81,36487.8,72295.78,40485.87,39811.1
12,,51212.32,43498.87,56029.34,60472.55,54701.55,68499.22,52668.73,41497.32,41139.26,55754.96,52386.75,48575.49,70534.64,46811.97,33316.54,51681.22,41823.44,68501.92,46083.61,45914.15,62963.55,28920.98,35241.47,51178.65,43304.52,60830.47,74551.67,51250.35,40981.47,65866.98,41387.9
13,,52227.05,38191.73,55898.71,49318.93,54335.79,61740.56,47260.51,66932.29,63815.87,56967.81,37874.09,64828.13,58871.84,35884.77,61647.58,63014.6,48333.85,51164.7,39535.09,55819.6,56377.18,45035.19,47016.42,37446.25,40409.24,33619.23,43374.3,67935.44,49631.67,59538.77,74991.45
14,,51358.29,43142.21,37050.83,54822.78,60910.94,27356.57,49461.7,47456.8,53660.85,50228.49,55504.54,63645.28,46276.31,59121.57,50241.79,32917.41,56084.44,48790.34,38207.3,42817.78,50190.25,52597.25,59316.91,59975.01,42634.56,54353.65,53652.7,58072.18,61757.73,61980.36,68520.03
