S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.19903756679548096,0.0,0.0627247989161265,0.45515595477864185,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.0,0.5357143502130369,0.04691691978775157,0.794859720905366
0.0,0.36106980862683313,0.0,0.40412420441211094,0.4213499186481877,1.6580482170663506,0.0,0.0,0.0,0.0,0.0,0.22357916984716714,0.04274154837727106,1.02077930826057,0.0,0.0,0.04274154837727106,0.6361238175645553
0.0,0.31652000193748203,0.0,0.3650023923240353,0.3863609267981219,1.524221997450287,0.0,0.0,0.0,0.5292392978341419,0.0,0.0,0.038548670117235125,0.8468647046793439,0.0,0.0,0.038548670117235125,0.4242891156059821
0.0,0.5586125593634858,0.0,0.0,0.3501031787754985,0.0,0.0,0.0,0.0,0.0,0.0,0.10857781449097201,0.03433813758089155,1.230037231031597,0.0,1.1296470646640824,0.03433813758089155,0.015602519766037992
0.0,0.6268838415956607,0.0,1.0355615675506475,0.3124811869859139,0.0,0.0,3.144608694464381,0.0,0.45186238705784704,0.0,0.0,0.03010980147137047,0.49999790956745366,0.0,1.1389682917489972,0.03010980147137047,1.8596129452070693
0.0,0.0,0.0,0.0,0.27338826119463594,3.414204950214972,0.0,1.5789304931773875,0.0,0.4577188583467463,0.0,0.25511967150565285,0.025863510589919297,0.18937333584421295,0.0,0.0,0.025863510589919297,1.7363742853970914
0.0,0.3315382189534276,0.0,0.0,0.23270468455819335,0.8790835642259613,0.0,0.0,0.0,0.0644881546991197,0.0,0.0,0.021599111803461798,0.9853157987330738,0.0,0.6997510611929204,0.021599111803461798,0.9225058049990436
0.0,0.0,0.0,0.0,0.19029550263309924,0.5344975691970166,0.0,2.0165302858101635,0.0,0.03631641577497935,0.0,0.16227174835477787,0.017316450011460875,0.08832737660973367,0.0,1.297713370670484,0.017316450011460875,0.0
0.0,0.6278417592286658,0.0,0.22708373174288554,0.1460078224319825,2.650245968009184,0.0,1.0772681983289032,0.0,0.0,0.0,0.06050744726183201,0.0130153681120703,0.33837087653236886,0.0,0.9113356758993687,0.0130153681120703,1.4100886931073777
0.0,0.0,0.0,0.0,0.09966748517328153,1.2450887599669358,0.0,0.0,0.0,0.2572395710018958,0.0,0.0,0.008695706967553821,1.0689032756882733,0.0,1.5880465337293401,0.008695706967553821,1.26078722743927
0.0,0.0,0.0,0.1546654746064573,0.05107492993641579,2.9318913933139976,0.0,2.8161232177071014,0.0,0.3932426440318142,0.0,0.0,0.00435730536895569,1.0096210205005465,0.0,0.9971386300755116,0.00435730536895569,0.4787049383977081
0.0,0.2137868559668227,0.0,0.22533306685081064,0.0,2.877338010150443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5906728131860556,0.0,1.5770331106348912,0.0,1.1710056705430805
