S00117_Actual,S00117_Simulated,S00108_Actual,S00108_Simulated
2.0794415416798357,2.744867328905036,1.3862943611198906,1.6701743144112084
2.0794415416798357,1.9135159341481875,1.3862943611198906,1.27684494821547
2.0794415416798357,3.328220164124517,1.3862943611198906,1.8428540029116585
2.0794415416798357,1.8917378551746196,1.3862943611198906,2.0577351650667683
2.0794415416798357,3.6770194518053385,1.3862943611198906,2.150243808901877
2.0794415416798357,2.021425590745742,1.3862943611198906,1.7914592782421868
2.0794415416798357,2.6582724924111725,1.3862943611198906,1.6018496597026395
2.0794415416798357,2.325802266792106,1.3862943611198906,1.5248204531954772
2.0794415416798357,4.8383511596102355,1.3862943611198906,2.0452666984011043
2.0794415416798357,1.2097934295977444,1.3862943611198906,1.430856933985075
2.0794415416798357,2.490807908971949,1.3862943611198906,1.1723299889385428
2.0794415416798357,1.9021799509130806,1.3862943611198906,1.7451531869405437
2.0794415416798357,2.0534918589714564,1.3862943611198906,2.1479528769290983
2.0794415416798357,2.406926256503051,1.3862943611198906,2.3140783512652687
2.0794415416798357,3.65088392382657,1.3862943611198906,1.7789491338162629
2.0794415416798357,3.4594871633412865,1.3862943611198906,1.5984145827308003
2.0794415416798357,3.738130302705583,1.3862943611198906,1.7520831565376271
2.0794415416798357,2.670308840169585,1.3862943611198906,1.5369146957782998
2.0794415416798357,3.4375170930502597,1.3862943611198906,0.8510946410226167
2.0794415416798357,3.62464561328127,1.3862943611198906,1.5727173110609312
2.1972245773362196,3.1747318307715373,1.3862943611198906,2.0289460184450543
2.1972245773362196,4.369900108710562,1.3862943611198906,1.0919237322835609
2.1972245773362196,0.8473449355252458,1.3862943611198906,0.6261479447691429
2.1972245773362196,2.418513004234246,1.3862943611198906,1.5528598018841298
