S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,4.4131603009517075
2.0794415416798357,4.743033553666417
2.0794415416798357,2.8860473162239666
2.0794415416798357,0.9487970540033739
2.0794415416798357,3.4077353762191214
2.0794415416798357,1.588313936223251
2.0794415416798357,0.6191663227992517
2.0794415416798357,4.714160602484847
2.0794415416798357,1.1624311489491423
2.0794415416798357,3.8380847147168966
2.0794415416798357,4.728423355410293
2.0794415416798357,2.6444777839260762
2.0794415416798357,4.10727673848821
2.0794415416798357,3.8646240563442693
2.0794415416798357,2.3014017015930253
2.0794415416798357,0.4244742020382932
2.0794415416798357,3.316981716479064
2.0794415416798357,0.1003437406284231
2.0794415416798357,2.7935163695191276
2.1972245773362196,5.202151244531622
2.1972245773362196,2.94351808862802
2.1972245773362196,0.08662510027900705
2.1972245773362196,3.8878425964681727
