S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,3.119118856965774
2.0794415416798357,3.8338424987914728
2.0794415416798357,3.433341294259407
2.0794415416798357,2.8814595641013083
2.0794415416798357,3.0980071720108175
2.0794415416798357,0.4227932347334722
2.0794415416798357,2.5821081813853444
2.0794415416798357,4.4240301927498376
2.0794415416798357,5.435329547578231
2.0794415416798357,0.0
2.0794415416798357,3.4035093062975594
2.0794415416798357,3.744480116666942
2.0794415416798357,3.623158095799461
2.0794415416798357,4.210284815908563
2.0794415416798357,0.0
2.0794415416798357,1.737002842128569
2.0794415416798357,2.563864657312529
2.0794415416798357,1.955372252795433
2.0794415416798357,2.4245102876919864
2.1972245773362196,3.94327748519885
2.1972245773362196,4.274068436387637
2.1972245773362196,3.5014919810984093
2.1972245773362196,0.0
