RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated
0.0,0.48069730238805325,0.0,0.3330249998781985,0.0,0.4384588908821911,0.0,0.366611078015905,0.0,0.22552910144113708
0.0,1.2897342642263032,0.0,0.0,0.0,0.1379860444061926,0.0,0.0,0.0,0.6685106541244458
0.0,0.0,0.0,0.09600875861169728,0.0,1.324231009898022,0.0,1.1243140840167913,0.0,0.2051476822659014
0.0,0.0,0.0,0.8552672818401665,0.0,1.3850285042806072,0.0,0.06133528731764293,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.476375571450002,0.0,0.06041574232719815,0.0,0.0
0.0,1.8839169232776982,0.0,1.0523624664336106,0.0,1.85403171745334,0.0,0.0654582048891017,0.0,0.0
0.0,0.9606544031148707,0.0,0.0,0.0,1.1548639497745192,0.0,0.04139969816733774,0.0,0.053218782813309634
0.0,1.3745196703135378,0.0,0.7513644239882915,0.0,0.7997273208410504,0.0,0.0,0.0,0.4790548221440014
0.0,1.4614419235737983,0.0,0.7715123720967414,0.0,2.2895989357327355,0.0,2.059358293855022,0.0,0.1180413889010009
0.0,1.8718879752346298,0.0,0.6473832815556668,0.0,0.23306405210201506,0.0,0.0,0.0,0.0
0.0,1.2730168920161562,0.0,0.5994061974130875,0.0,0.40718194994784773,0.0,0.8420020937011119,0.0,0.26501586466307164
0.0,0.0,0.0,0.4897417481359394,0.0,1.41314750536336,0.0,0.0,0.0,0.0
