S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.6931471805599453,0.7474193044501546,4.110873864173311,3.914262237314307,2.5068855565067754,2.363278455116825,1.3862943611198906,1.2938383108307667,2.0794415416798357,2.132264774171836,4.189654742026425,4.136555343838462
0.6931471805599453,0.38062639764502904,4.110873864173311,4.566802330603771,2.512305623976115,2.277266318384338,1.3862943611198906,1.0250285876691794,2.0794415416798357,2.044323007884972,4.189654742026425,4.073370949733325
0.6931471805599453,0.4978863863732375,4.110873864173311,4.170017469385061,2.517696472610991,2.248793970125063,1.3862943611198906,1.076393692563357,2.0794415416798357,1.9679275397539775,4.189654742026425,4.071880317186599
0.6931471805599453,0.2665082765644682,4.110873864173311,4.257670807391551,2.5230584157523768,2.6475461788794283,1.3862943611198906,1.4715807626408255,2.0794415416798357,1.8078090232067123,4.189654742026425,4.106994745068281
0.6931471805599453,1.015130045891729,4.110873864173311,4.281320935916409,2.528391761727739,2.7382759400186925,1.3862943611198906,0.9669853372433411,2.0794415416798357,2.2600686111203725,4.189654742026425,4.351799216809459
0.6931471805599453,0.5889326753791267,4.110873864173311,3.769251898534577,2.533696813957432,2.120607203042906,1.3862943611198906,0.8847911458400448,2.0794415416798357,2.155736185855527,4.189654742026425,4.65651754616671
0.6931471805599453,0.45619661921711,4.110873864173311,4.107217133517311,2.538973871058276,2.4366488709355694,1.3862943611198906,1.0152270191981636,2.0794415416798357,2.081055455548797,4.189654742026425,3.8360524408625474
0.6931471805599453,0.16766981853597718,4.110873864173311,4.614475104339465,2.54422322694442,2.5630190707072966,1.3862943611198906,0.8948495190578664,2.0794415416798357,2.219869492889068,4.189654742026425,3.8833295672804944
0.6931471805599453,0.662197091309471,4.110873864173311,4.44404317385685,2.5494451709255714,2.2533886977147324,1.3862943611198906,0.9853382260018035,2.0794415416798357,1.975837097393663,4.189654742026425,4.246209805578354
0.6931471805599453,1.2270984778697733,4.110873864173311,3.9985583412537804,2.5546399878026755,2.288064582596314,1.3862943611198906,1.4762120292819811,2.0794415416798357,1.9804684680260034,4.189654742026425,3.9723714582015077
0.6931471805599453,1.5519711041811997,4.110873864173311,3.6368588068348657,2.559807957961118,2.2412451579054182,1.3862943611198906,1.354832189388715,2.0794415416798357,2.281005679457565,4.189654742026425,4.869998786796606
0.6931471805599453,0.5539119923103833,4.110873864173311,3.684699885709994,2.5649493574615367,2.2398912097104704,1.3862943611198906,0.9419783528580032,2.0794415416798357,2.0730187934489015,4.189654742026425,4.037842983995517
