RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,2.6941481127393487,1.791759469228055,2.0195503236515115,6.018593214496234,4.300948016068431,6.893656354602635,6.51456924530828
3.1354942159291497,3.406560933700493,1.791759469228055,1.9288545598959619,6.025865973825314,4.180178557726733,6.904750769961838,7.43018597935027
3.1354942159291497,4.233454095321131,1.791759469228055,1.1538391585252372,6.028278520230698,3.70623225817401,6.907755278982137,6.298213668881725
3.1354942159291497,3.4421616049035926,1.791759469228055,3.0661859066751678,6.018593214496234,2.7415850785716986,6.926577033222725,6.048413686578746
3.258096538021482,2.085656777305817,1.791759469228055,1.2159192561877004,5.937536205082426,3.755742503826437,6.903747257584598,4.4909308208174386
3.258096538021482,3.401728066211295,2.772588722239781,2.7836702712373613,6.016157159698354,4.48655960680432,7.00397413672268,6.5397664486765095
3.332204510175204,3.071044234760982,2.6390573296152584,2.0227513805292014,5.713732805509369,4.39947513167005,6.760414691083428,7.022985915337799
3.332204510175204,4.042185324491661,2.6390573296152584,2.580789621198098,5.71042701737487,4.791020038424555,6.7357800142423265,5.727835232307382
3.332204510175204,3.7572748781658376,2.6390573296152584,0.6569556145056112,5.683579767338681,5.148999698736822,6.734591659972948,5.421507191835027
3.332204510175204,3.4674623381978273,2.6390573296152584,1.6741868640605735,5.69035945432406,4.350846679234069,6.738152494595957,4.605944430906613
3.332204510175204,2.726133521998593,2.6390573296152584,2.4356689646115655,5.697093486505405,4.708312566541469,6.7580945044277305,6.697281561785541
