,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
279,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,77148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,77176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,78669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,81155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643,76751.27437738643
285,,72057.74591135966,80293.39843346666,60259.28065276782,79770.39840118053,80593.32685200422,75606.9463089626,73622.04524102084,78352.15429644333,69879.9496564259,80697.56465718342,79336.77402205052,71300.39354589013,82619.03388446025,77568.23389164817,71269.28841047833,73291.48818159601,74231.02660677955,84355.67293846216,66689.11803135693,81731.72318830024,73236.32382091501,81854.18368106303,85630.7566014674,74123.03538324872,62520.677884405835,83714.17693423737,74911.74854981081,74330.49578740916,77180.6981015701,60990.37767735155,83010.05716812875,72822.02431475215,76757.2916971254,81756.57378395478,74259.2153233315,71351.30621788929,83704.17169828233,71929.97950709744,75236.64320694101,72828.20569793861,76047.60251452542,72006.54426470993,77207.60620435124,75055.71895000644,74583.08217589343,78347.4262549511,67756.98992278436,77363.52214236923,75681.10448686805,82354.6307424029
286,,67236.6784760702,88868.59321664566,68640.27381796738,76330.81640090476,74336.35787244757,71775.22061591272,62893.69260875309,70169.87808229633,61920.05897200901,74340.94608116386,83926.85267882312,79261.63887043609,71703.59335750336,70577.69611670743,84158.355815333,76176.14435403104,87003.67645478237,78918.13319353243,78061.41316525974,80490.01062608593,69806.40693533544,75805.65328095928,82514.2024897859,71836.23993945625,73124.21574276188,73785.31238090202,77767.9821425409,74880.625745714,74484.70201053224,83058.25826069644,67520.78972087157,74336.78918064335,71443.57691341743,75661.20377424781,74081.00728384152,71889.65735459617,74016.95193986385,60355.14341949759,83670.9809763965,80128.30300992193,70356.56403935746,78411.442524651,75081.31187286343,81877.5521089971,68449.06123458254,82622.98586579852,73525.9246744523,80925.91279863946,79995.5445238832,68910.6531556438
287,,68679.20019843649,91334.64257036586,76477.53281828233,70741.88080992411,87349.1038266629,73000.25432762707,79787.36036941002,77314.65311777791,67026.85708116902,77827.90674727732,82715.09499364522,85899.58039488614,68621.11759744208,81617.23289136396,76172.46966238767,72292.5514751238,79294.23395949624,78719.48281113086,89090.72563291916,76425.590097399,75616.77578114379,73640.37860225947,81875.86433958351,72797.38161711673,74251.69560069242,78745.23394345512,87711.477440998,67213.98533030116,74958.9057379291,72103.87929980122,75381.74372923827,71026.07535880542,76606.63849803177,73167.47740015066,83537.71653248464,80212.24825461737,73826.98467883858,79948.22552335559,67961.19684668706,74596.12583715863,66283.00181212228,76831.97139294446,81742.42493843917,73558.64131401741,81897.85770538093,79765.58926272046,75126.47657195928,86713.37157053477,77807.76461563517,83049.07231203509
288,,79496.74855604881,79857.70860361196,73510.44524353785,81651.60452065727,67267.00254748845,70962.37989889075,68253.65327039949,78514.49220108554,80728.07567596706,74243.51423859916,74893.54247216842,73642.52691590074,89723.2974638479,77214.70834870146,71931.07617769724,76352.1338321585,67823.46708216377,76169.57752256957,86191.41746861539,81214.73148227386,77710.11811578936,77175.3492039383,87203.44257070325,80845.14344467205,63387.755354120185,72638.76527447117,79835.57243771991,78034.67121018271,65543.67621052977,81280.93176414937,59258.90895413832,76791.83845495936,80492.34512331997,79408.62834499605,89113.51234694215,80917.62882933428,83636.40746686578,70274.31977139029,82487.7199562853,85852.52311448345,69930.7921652108,75859.10128340218,67345.89870763294,63054.86034692338,75099.15501936171,80656.28466266711,70181.39084710354,76984.1994332683,72251.4841115382,72762.43357353251
