,Actual_last_5_vals,Mean_Simulation,Simulated_29,Simulated_27,Simulated_14,Simulated_9,Simulated_32,Simulated_34,Simulated_19,Simulated_0,Simulated_4,Simulated_24,Simulated_21,Simulated_7,Simulated_8,Simulated_16,Simulated_31,Simulated_11,Simulated_6,Simulated_36,Simulated_13,Simulated_25,Simulated_43,Simulated_28,Simulated_23,Simulated_17,Simulated_46,Simulated_22,Simulated_10,Simulated_5,Simulated_37,Simulated_2,Simulated_39,Simulated_15,Simulated_20,Simulated_3,Simulated_30,Simulated_18,Simulated_35,Simulated_41,Simulated_44,Simulated_38,Simulated_42,Simulated_45,Simulated_40,Simulated_48,Simulated_33,Simulated_26,Simulated_1,Simulated_12,Simulated_47,Simulated_49
0,57188.16666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,57824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,58142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09,53285.09
6,,53693.64,53569.24,53629.96,51615.2,56231.25,51957.82,52959.6,53942.6,51677.99,54461.1,57717.86,54467.86,51908.35,55380.78,55978.98,52947.32,54054.96,53628.88,54032.31,51165.11,51700.07,55362.31,47051.15,59192.62,58273.79,49027.96,52885.95,52472.57,53822.07,55071.84,58703.76,56071.87,48085.12,48755.79,54135.13,52777.86,58804.31,48179.88,58349.77,52984.73,48189.94,54310.98,51268.49,55682.2,55482.89,53707.07,54119.58,62935.02,45619.67,57946.35,52383.86
7,,53102.18,53372.37,54567.76,53830.64,53148.17,56633.89,53293.03,57240.76,54480.6,53796.71,50859.0,53313.12,54982.46,51174.99,57745.35,47245.17,54932.5,51311.99,59309.16,54401.53,54929.47,53818.09,56095.77,49812.67,50147.56,55372.29,51454.19,56226.43,54596.89,51216.99,54750.96,48477.65,53369.63,54283.19,48961.65,52841.78,51301.55,51623.18,53294.84,48300.0,52020.3,57184.43,55429.73,45856.66,54580.09,50437.94,46777.91,59124.85,51529.61,60259.17,45394.31
8,,52994.77,55537.05,52579.39,55987.33,53137.12,50558.03,55017.07,53699.22,49712.05,51054.93,52463.13,47154.03,49541.35,50468.84,53469.24,54112.9,46015.97,54510.65,56196.55,53236.55,60791.41,49114.95,52436.18,51109.14,48247.18,49722.38,60263.17,58862.78,56098.82,55857.65,53907.47,49334.73,50805.82,48772.63,59008.26,51807.08,60241.99,53108.04,54830.32,57189.16,58458.61,55864.66,55626.68,47063.25,58039.97,50545.44,48894.43,51235.05,47736.19,50848.46,49465.37
9,,53338.82,51819.75,52670.81,53951.33,57503.61,52374.96,49863.08,54740.49,55808.0,58693.9,52142.71,53156.34,51032.39,50490.49,50324.48,52746.12,55534.56,57189.16,54577.62,47279.34,54464.26,53322.0,54186.52,53047.15,53893.53,55644.33,50727.06,55102.92,60957.12,54457.76,58285.98,50111.44,48382.03,55057.88,57111.57,63272.65,54907.32,51788.09,47984.36,58558.95,51879.04,53985.95,59797.28,49550.23,58218.96,45212.46,47561.35,49438.57,45654.58,58683.68,43796.93
10,,53702.25,53237.61,50411.39,53933.29,54123.2,53858.31,51182.65,56202.0,53580.69,53104.47,55402.97,56532.45,54167.94,54780.66,52921.74,50316.14,54530.14,48682.18,55095.59,50715.6,54122.68,60949.18,56226.45,56613.47,52561.99,55348.71,51805.31,50746.53,56470.13,61873.62,56600.53,52173.43,51202.53,57432.66,52005.15,49198.84,54991.98,62261.94,58916.05,50879.83,49125.29,42314.18,59574.24,54609.6,60628.97,46337.61,49347.5,55740.08,55569.05,47861.94,48844.18
11,MAE,,820.1,983.92,1107.17,1218.62,1470.7,1490.42,1498.9,1544.59,1559.11,1615.98,1639.76,1648.52,1677.83,1866.31,1950.05,2032.34,2040.21,2063.26,2185.97,2193.9,2254.69,2261.09,2312.84,2329.56,2360.02,2372.13,2488.86,2518.9,2569.43,2569.51,2569.83,2586.9,2631.75,2677.56,2800.18,2836.12,2869.41,2875.43,2958.0,3014.36,3267.45,3285.84,3310.26,3353.2,3436.33,3497.13,3826.97,4076.03,4123.53,4491.17
