RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,2.407451124456349,1.791759469228055,2.3211954158049912,6.018593214496234,6.081361144627183,6.893656354602635,4.35730417957022
3.1354942159291497,3.330388526116612,1.791759469228055,2.4336892818559335,6.025865973825314,4.252853934508008,6.904750769961838,6.5555013227959895
3.1354942159291497,4.064864610602532,1.791759469228055,2.152787366617802,6.028278520230698,4.110342441769296,6.907755278982137,6.305747855646257
3.1354942159291497,3.389022951823975,1.791759469228055,2.848840307948098,6.018593214496234,5.005617318967245,6.926577033222725,4.82694524909052
3.258096538021482,3.3452973037171487,1.791759469228055,1.5825690256750757,5.937536205082426,6.064954142253057,6.903747257584598,7.064543547099001
3.258096538021482,4.450810113946579,2.772588722239781,1.8958593601846772,6.016157159698354,4.732519467902585,7.00397413672268,4.764124017279436
3.332204510175204,3.8578824854215195,2.6390573296152584,1.8793823934831024,5.713732805509369,4.649969390248107,6.760414691083428,7.663717295644234
3.332204510175204,3.077010614934943,2.6390573296152584,2.5138940920117854,5.71042701737487,5.8534939841925695,6.7357800142423265,5.697814116408658
3.332204510175204,3.8771783873384127,2.6390573296152584,2.3306586716138655,5.683579767338681,6.284919707452328,6.734591659972948,5.882167110075743
3.332204510175204,2.9474000072346747,2.6390573296152584,3.7221796498476563,5.69035945432406,4.0267153845998624,6.738152494595957,4.504775269787876
3.332204510175204,3.489655409032914,2.6390573296152584,1.493274557067433,5.697093486505405,6.9042122151769645,6.7580945044277305,5.899794876881681
