RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.634766431066428,1.791759469228055,2.438948376350304,6.018593214496234,3.9748673216337402,6.893656354602635,5.674618142908937
3.1354942159291497,3.64031270934468,1.791759469228055,0.704647795482644,6.025865973825314,3.944778531092761,6.904750769961838,4.883141590310128
3.1354942159291497,3.018336921368298,1.791759469228055,3.421014462524111,6.028278520230698,5.138074277900258,6.907755278982137,8.803047470711078
3.1354942159291497,2.757886586405441,1.791759469228055,2.195189912544676,6.018593214496234,3.6047891993793524,6.926577033222725,6.105912457570203
3.258096538021482,2.6956151195104354,1.791759469228055,1.266843522169462,5.937536205082426,5.1031591833053636,6.903747257584598,5.720440571357561
3.258096538021482,3.940665970122188,2.772588722239781,2.338110513934449,6.016157159698354,5.52686803244732,7.00397413672268,4.8870306590176344
3.332204510175204,3.1779673693489636,2.6390573296152584,1.7791305149121939,5.713732805509369,4.739603464688299,6.760414691083428,5.32991435693966
3.332204510175204,4.520886404885279,2.6390573296152584,2.347988777244242,5.71042701737487,5.454634402657812,6.7357800142423265,5.545048519006464
3.332204510175204,2.479759581947718,2.6390573296152584,2.006971306144141,5.683579767338681,6.920398111416467,6.734591659972948,5.764408896682424
3.332204510175204,3.0596261179899735,2.6390573296152584,1.7462553074110516,5.69035945432406,4.198108878851176,6.738152494595957,5.729359278255526
3.332204510175204,4.47062362578707,2.6390573296152584,2.3922584271341005,5.697093486505405,4.206029977583537,6.7580945044277305,6.709533177995434
