RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.0507485811633765,1.791759469228055,3.0152023171213664,6.018593214496234,4.796177320440776,6.893656354602635,5.935548920709193
3.1354942159291497,5.9096950668845585,1.791759469228055,0.9865146583453324,6.025865973825314,6.0214852404481345,6.904750769961838,7.15480040747817
3.1354942159291497,4.241876010523583,1.791759469228055,1.9781009742231557,6.028278520230698,4.950457107307758,6.907755278982137,4.733065862780368
3.1354942159291497,3.140022144080273,1.791759469228055,1.759043066393363,6.018593214496234,4.812459768190069,6.926577033222725,7.536762761815178
3.258096538021482,3.4395553673621464,1.791759469228055,1.54334162358116,5.937536205082426,5.550591757362616,6.903747257584598,4.696020905301952
3.258096538021482,2.6204385067525378,2.772588722239781,1.9892493702123786,6.016157159698354,4.774459963674881,7.00397413672268,4.759715163713905
3.332204510175204,4.124862048274972,2.6390573296152584,2.728243929795881,5.713732805509369,4.083980273358021,6.760414691083428,6.722536713219305
3.332204510175204,2.9638443630226328,2.6390573296152584,1.5594387472090716,5.71042701737487,4.915751885927444,6.7357800142423265,6.590385140877637
3.332204510175204,2.610484513432785,2.6390573296152584,1.7839682688207397,5.683579767338681,5.8971975563450245,6.734591659972948,6.9890752821197735
3.332204510175204,4.0260655410018895,2.6390573296152584,2.99578243670592,5.69035945432406,6.084864743889353,6.738152494595957,5.655120267906416
3.332204510175204,2.4824623826661574,2.6390573296152584,2.0757566990049625,5.697093486505405,3.801351316245528,6.7580945044277305,4.130800858950986
