S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,6.778144356050268,5.159055299214529,5.137765206237109,5.170483995038151,5.9981379404615,5.948034989180646,7.103816000541775,2.4849066497880004,2.868382447658008,6.059123195581797,5.583487001517039,3.828641396489095,4.442455966880115
5.572154032177765,6.298243043123828,5.170483995038151,5.565696466175791,5.176149732573829,5.088162634419202,5.953243334287785,5.316035858968644,2.3978952727983707,3.265698603201597,6.0844994130751715,6.357327105866154,3.828641396489095,3.48405147934795
5.796057750765372,6.795216249339312,5.768320995793772,5.581615946712993,5.817111159963204,5.623457959946061,6.313548046277095,5.283037762386083,2.70805020110221,3.2565930489433117,6.293419278846481,6.072560012107446,4.1588830833596715,3.6232425587191197
5.796057750765372,5.86691298733543,5.720311776607412,5.388604323974325,5.814130531825066,5.8226351292094645,6.274762021241939,6.029484787633152,2.70805020110221,4.986351497250306,5.700443573390687,5.444229826300922,4.1588830833596715,3.5233198994254473
5.84354441703136,5.172500799969684,5.726847747587197,5.718999918316719,5.814130531825066,5.477043575589998,6.272877006546167,6.755590580902492,2.8903717578961645,3.279065115396787,5.707110264748875,6.507454359980972,4.1588830833596715,3.5895937639831534
5.8377304471659395,6.067644489430221,5.726847747587197,5.1389911048909775,5.814130531825066,4.653084321445711,6.269096283706261,6.0933852486299696,2.5649493574615367,3.8202990662224923,5.697093486505405,5.493896732207333,4.174387269895637,3.4425454025925744
5.834810737062605,5.869270285215608,5.739792912179234,4.550409758597319,5.817111159963204,5.6847545191362805,6.285998094508865,6.503777028295605,2.302585092994046,4.141155819810969,5.697093486505405,5.5442647822793925,4.189654742026425,3.5890643159732907
5.834810737062605,5.177757754916292,5.7430031878094825,5.9831811951923495,5.817111159963204,5.368748733071752,6.306275286948016,6.317053064208579,2.6390573296152584,2.2581577249125013,5.723585101952381,5.560014179050245,4.189654742026425,4.002057250336129
5.8377304471659395,6.123440542145798,5.723585101952381,4.9922351550438115,5.820082930352362,5.729553172336856,6.333279628139691,6.322267382647624,2.0794415416798357,2.4281431224976737,5.703782474656201,6.0686913600001615,4.248495242049359,3.6945139650281864
5.8377304471659395,5.742861175384945,5.723585101952381,6.164734217558278,5.820082930352362,6.038613365188824,6.335054251498059,6.158099480521911,2.0794415416798357,3.2036814887865717,5.713732805509369,5.201163433673456,4.248495242049359,4.071112963664512
5.840641657373398,4.858204802465977,5.726847747587197,6.006191653169779,5.820082930352362,5.514383842752849,6.327936783729195,6.708211306771535,2.833213344056216,2.728666269186287,5.703782474656201,5.49132571199822,4.248495242049359,2.688043288995276
5.840641657373398,6.07263700165491,5.726847747587197,5.3516315505265695,5.823045895483019,6.086562996657309,6.327936783729195,5.731965109197828,2.772588722239781,4.461466127797939,5.717027701406222,5.302512885236797,4.248495242049359,4.079856169873197
5.786897381366708,5.780168956998402,5.717027701406222,5.5122536901708274,5.814130531825066,5.623763649692621,6.311734809152915,5.713596145583649,2.833213344056216,3.7339686817306466,5.700443573390687,6.407876663175049,4.248495242049359,4.008506373254765
5.783825182329737,6.12812436974355,5.720311776607412,5.77919785324193,5.811140992976701,6.314991139887194,6.302618975744905,5.795976626146485,2.9444389791664403,3.4328816070573733,5.69035945432406,6.427071105202559,4.248495242049359,3.9392032818311256
5.7745515455444085,5.538015277088896,5.720311776607412,4.95244867655303,5.811140992976701,6.287942385969592,6.313548046277095,5.343611426315703,2.995732273553991,3.584937666646953,5.680172609017068,5.788567364164893,4.2626798770413155,3.8461956540070354
5.755742213586912,5.605464531232549,5.720311776607412,6.024422531010886,5.811140992976701,5.394991728529377,6.3080984415095305,6.547220990485146,2.995732273553991,4.776929850126922,5.631211781821365,5.051951670846669,4.23410650459726,3.883412798201563
5.765191102784844,5.76721598859545,5.726847747587197,5.253583167593463,5.811140992976701,5.386442530248433,6.298949246855942,6.020204274793761,3.091042453358316,4.430189178728178,5.634789603169249,5.3249877035781745,4.23410650459726,4.0066763934902
5.765191102784844,5.597619490985638,5.733341276897746,5.4699095965121085,5.811140992976701,6.069214233591374,6.298949246855942,5.493863725058815,2.772588722239781,3.7227902810976246,5.66988092298052,6.43664670324209,4.23410650459726,3.737161135242066
