RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.6619585318568726,1.791759469228055,2.245027567455372,1.0986122886681098,1.6966205738580606,5.924255797414532,5.6825339219172015,6.863803391452954,6.661096925366259
3.1354942159291497,3.607267502122776,1.791759469228055,2.170179079384609,1.0986122886681098,1.5219379293773199,6.018593214496234,5.637840643855347,6.893656354602635,6.812363214049618
3.1354942159291497,3.7625753520871537,1.791759469228055,2.137128564278967,1.0986122886681098,1.1993897302921932,6.025865973825314,5.8507598881800265,6.904750769961838,6.617795708642543
3.1354942159291497,3.555629804833818,1.791759469228055,2.1397083004970354,1.0986122886681098,1.8179445570672275,6.028278520230698,5.557957693696259,6.907755278982137,6.520924408223203
3.1354942159291497,3.654830519734403,1.791759469228055,2.504357388453369,1.0986122886681098,1.4765723618903388,6.018593214496234,5.455343770683559,6.926577033222725,6.70045614756632
3.258096538021482,3.2427976748901517,1.791759469228055,2.9358997818001034,1.0986122886681098,1.2747722062220905,5.937536205082426,5.642386302897712,6.903747257584598,6.575995960776108
3.258096538021482,3.699572650754009,2.772588722239781,2.2996486813956216,1.3862943611198906,1.3865402692781341,6.016157159698354,5.663051835208891,7.00397413672268,6.735904824591821
3.332204510175204,3.9330592795356303,2.6390573296152584,2.286436337942534,0.6931471805599453,2.724204915517839,5.713732805509369,5.619585613456708,6.760414691083428,6.840621075078713
3.332204510175204,3.950079902616975,2.6390573296152584,2.170561905336175,0.6931471805599453,2.1750154439568803,5.71042701737487,5.574563392659945,6.7357800142423265,6.634267103807343
3.332204510175204,3.3794435656377884,2.6390573296152584,2.378519233927332,0.6931471805599453,2.152388010484875,5.683579767338681,5.327504678651227,6.734591659972948,6.932665687870781
3.332204510175204,3.709967382867338,2.6390573296152584,2.4020765493675396,0.6931471805599453,1.7946213926316195,5.69035945432406,5.45552190727587,6.738152494595957,6.608705979639263
3.332204510175204,3.7988872097335835,2.6390573296152584,1.951254863197702,0.6931471805599453,2.481441764167136,5.697093486505405,5.5825250295812765,6.7580945044277305,6.587197777560391
