,Actual_last_5_vals,Mean_Simulation,Simulated_27,Simulated_15,Simulated_18,Simulated_21,Simulated_3,Simulated_12,Simulated_19,Simulated_20,Simulated_5,Simulated_26,Simulated_4,Simulated_29,Simulated_0,Simulated_11,Simulated_23,Simulated_13,Simulated_2,Simulated_22,Simulated_1,Simulated_9,Simulated_24,Simulated_16,Simulated_14,Simulated_7,Simulated_6,Simulated_10,Simulated_28,Simulated_8,Simulated_17,Simulated_25
0,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,77176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,78669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,81155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27,76751.27
6,,75962.9,78177.95,78610.28,74031.81,80752.39,70264.44,73280.45,74621.77,74590.45,76751.55,69192.56,77096.77,91708.16,66979.05,81564.43,82579.16,74794.53,84193.17,82682.93,80497.84,70990.12,80090.49,62363.35,71280.25,69169.32,70389.18,81061.53,67933.92,69162.74,82407.64,81668.8
7,,75762.89,81979.43,72531.26,74507.49,77420.04,71201.96,77824.75,70299.55,71634.0,65397.99,77158.76,82064.81,76587.25,74548.56,71675.95,83200.7,70887.29,70625.89,68477.18,77086.23,77612.48,90399.33,73512.47,73945.63,70207.46,67814.97,84445.76,84428.88,63958.42,86890.46,84561.89
8,,78108.55,77786.15,79925.16,80948.57,75681.16,75749.31,84727.62,73101.01,72398.87,78269.19,79182.73,78872.73,74746.65,75889.96,81475.41,84187.43,91719.13,74468.25,77820.65,69477.98,70485.93,84123.71,73979.12,71668.87,92392.19,73831.67,70210.69,76855.46,75631.63,84498.49,83150.8
9,,76115.7,74863.95,83096.51,81117.6,76579.83,80604.59,69074.72,71550.68,73651.47,82580.71,86134.67,78608.87,74728.13,69535.9,69944.99,74930.66,73721.17,70334.31,83745.68,70591.26,84152.94,80390.64,73095.45,64275.91,77136.09,68417.5,74531.98,66508.42,88384.9,80518.26,80663.15
10,,75639.48,74089.06,75982.94,71622.26,68839.39,75093.26,75034.88,78473.68,69067.52,73134.57,77209.13,86387.8,76445.41,79643.81,71324.52,73416.14,77132.34,77310.71,78652.58,70646.06,72032.88,75286.05,82074.3,68791.44,71639.12,82162.16,85101.22,87402.32,68672.17,89711.37,56805.42
11,MAE,,1926.03,2503.32,2507.61,2689.71,2942.29,3168.16,3201.87,3374.53,3380.69,3471.5,3573.58,3687.5,3833.48,3923.5,3923.55,3923.66,4076.7,4156.12,4167.79,4348.14,4901.26,4905.75,5271.24,5275.57,5336.57,5454.14,6553.03,6719.68,7072.78,7154.78
