S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0986074641099437,0.0,1.1374108428827223,0.6931471805599453,0.9312708478319454,1.992430164690206,2.392369074205566,3.3202283191284883,2.4894706200813186,0.0,0.0,0.0,0.0,0.5108256237659906,0.7250109998932647
1.0986122886681098,1.0986102331194931,0.0,0.0,0.6931471805599453,1.0569367140360904,1.9694406464655074,2.1872809429633313,3.3262343431887,1.8443521120405395,0.0,0.0,0.0,0.0,0.6061358035703155,0.0
1.0986122886681098,1.0986079204090935,0.0,0.45897950654790876,0.6931471805599453,1.0239939959669002,1.9459101490553132,2.482126534328616,3.332204510175204,2.9729731660129155,0.0,0.0,0.0,0.0,0.6931471805599453,1.2820972173400005
1.0986122886681098,1.0986042566606056,0.0,0.9646998807140478,0.6931471805599453,1.4910148355039141,1.9299098077088723,2.5993036216551606,3.332204510175204,1.2983949939192336,0.0,0.0,0.0,0.0,0.6359887667199967,1.331739795893836
1.0986122886681098,1.0986053887871097,0.0,1.4728403048975947,0.6931471805599453,1.4311597275544674,1.9136492868370918,1.8685355065549998,3.332204510175204,3.050699057408042,0.0,0.0,0.0,0.0,0.5753641449035619,0.9140511442660515
1.0986122886681098,1.0986085816155338,0.0,1.1558270721205886,0.6931471805599453,0.41326845612031105,1.8971199848858813,2.4664552783888567,3.332204510175204,1.4820040347092864,0.0,0.0,0.0,0.0,0.5108256237659907,0.6763054512672082
1.0986122886681098,1.0986076152160997,0.0,0.38202182504581916,0.6931471805599453,0.844663674379517,1.8803128665695001,2.884577362297113,3.332204510175204,4.421197579249805,0.0,0.0,0.0,0.0,0.44183275227903923,0.6835545756392313
1.0986122886681098,1.098609367201892,0.0,1.2665758136244771,0.6931471805599453,0.824986492661054,1.8632184332102,1.6469125319534124,3.332204510175204,2.928643745002607,0.0,0.0,0.0,2.7017379649789e-07,0.36772478012531734,1.1463374127485397
1.0986122886681098,1.098611279802737,0.0,2.234511014267224,0.6931471805599453,0.6523470805286833,1.8458266904983307,1.872574029567836,3.332204510175204,3.037793051512211,0.0,0.0,0.0,0.0,0.2876820724517809,0.6533252783539603
1.0986122886681098,1.0986086529497805,0.0,1.0999545681615985,0.6931471805599453,0.795091197392673,1.8281271133989299,2.461391404880956,3.332204510175204,2.9787006629967654,0.0,0.0,0.0,0.0,0.20067069546215122,0.4853973847842047
1.0986122886681098,1.0986068439722847,0.0,0.5735212976757306,0.6931471805599453,0.9026771105950661,1.8101086078962514,1.9141022233083296,3.332204510175204,2.3783831755966522,0.0,0.0,0.0,0.0,0.1053605156578263,0.9175218235835256
1.0986122886681098,1.0986046776858653,0.0,1.6757357873333165,0.6931471805599453,1.2223350595626148,1.791759469228055,2.5440081363374296,3.332204510175204,1.7982787205352855,0.0,1.5495244316283286e-06,0.0,0.0,0.0,0.6602277157546794
