S00117_Actual,S00117_Simulated,S00108_Actual,S00108_Simulated
2.0794415416798357,2.636680193993027,1.3862943611198906,1.0166596193930002
2.0794415416798357,3.470601095767,1.3862943611198906,1.5903038274992296
2.0794415416798357,2.162919793567757,1.3862943611198906,0.504039462546682
2.0794415416798357,0.7880454593633783,1.3862943611198906,0.0
2.0794415416798357,2.6648010188761653,1.3862943611198906,1.4632120812743858
2.0794415416798357,3.995600472424979,1.3862943611198906,0.0
2.0794415416798357,1.587512139818526,1.3862943611198906,1.9432138418553442
2.0794415416798357,2.8577582165567508,1.3862943611198906,1.3525748876059125
2.0794415416798357,3.744098153633312,1.3862943611198906,0.49258802977276905
2.0794415416798357,0.0,1.3862943611198906,1.2982812025491892
2.0794415416798357,1.77844179720259,1.3862943611198906,1.7545387336768201
2.0794415416798357,2.543086580862381,1.3862943611198906,1.9088000910784133
2.0794415416798357,4.724807235677616,1.3862943611198906,1.162791009330072
2.0794415416798357,2.999711010636219,1.3862943611198906,2.589223766024803
2.0794415416798357,1.4949835732952637,1.3862943611198906,0.6540766080159586
2.0794415416798357,1.7606658522427971,1.3862943611198906,0.9684578699528925
2.0794415416798357,1.4057260542528864,1.3862943611198906,3.276195146042577
2.0794415416798357,2.3985525164914403,1.3862943611198906,1.8915841137788423
2.0794415416798357,2.5714299788832453,1.3862943611198906,0.6634455846734197
2.0794415416798357,1.4075903186256542,1.3862943611198906,0.5159918070667308
2.1972245773362196,2.0383427049173752,1.3862943611198906,0.3896729738807453
2.1972245773362196,6.601159251349331,1.3862943611198906,0.6806507706271081
2.1972245773362196,3.693339309556511,1.3862943611198906,0.8711038508071659
2.1972245773362196,1.399457372795626,1.3862943611198906,1.3855737437004332
