RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.159055299214529,5.41314405009518,5.170483995038151,5.634506233527824,3.8066624897703196,4.348547832773054,4.465908118654584,4.783498160118609,5.8377304471659395,6.054502525136856
5.1298987149230735,5.371565352549985,5.1647859739235145,5.13175423669269,3.784189633918261,4.4199636702661005,4.454347296253507,3.8704564418684764,5.857933154483459,6.376972397429973
5.762051382780177,4.917119677629611,5.817111159963204,5.072262821563465,4.430816798843313,3.9248569050501674,4.663439094112067,5.74684489945219,6.284134161070802,6.37487468576844
5.726847747587197,5.9748589998965835,5.814130531825066,5.745526007835219,4.430816798843313,4.518631427902392,4.663439094112067,4.250330424513671,6.289715570908998,6.361089080207714
5.739792912179234,5.451850608173226,5.817111159963204,5.485368610002338,4.442651256490317,5.417226970411843,4.663439094112067,5.742363904810519,6.295266001439646,6.158099564782016
5.723585101952381,5.203158718929365,5.820082930352362,5.992816813682674,4.418840607796598,4.86553518066797,4.663439094112067,4.921195655167956,6.304448802421981,6.063830069683065
5.726847747587197,4.976788372723702,5.823045895483019,5.8472612233064085,4.406719247264253,4.163073152462639,4.663439094112067,4.204611109671442,6.315358001522335,4.745991345417317
5.720311776607412,5.660030691700569,5.811140992976701,5.227676359147207,4.382026634673881,5.181404382508391,4.663439094112067,4.893994162637594,6.311734809152915,5.7709834525785695
5.707110264748875,5.5015142611349654,5.811140992976701,5.377920497036022,4.356708826689592,3.639300260628457,4.663439094112067,4.307167814950307,6.2878585601617845,5.917925224464247
5.733341276897746,5.637108472644338,5.811140992976701,6.33477106705761,4.356708826689592,3.8878422508019277,4.663439094112067,5.35994388733629,6.289715570908998,6.038125009586707
5.717027701406222,5.126424057520068,5.808142489980444,6.503915365350771,4.356708826689592,4.606199371210775,4.663439094112067,5.393164406012445,6.289715570908998,6.374074957467194
5.707110264748875,4.74434146483381,5.755742213586912,5.784899028448827,4.343805421853684,3.8500245930813923,4.672828834461906,4.914879123188298,6.293419278846481,6.7536376716087805
