,Actual_last_5_vals,Mean_Simulation,Simulated_8,Simulated_31,Simulated_37,Simulated_6,Simulated_45,Simulated_49,Simulated_25,Simulated_26,Simulated_34,Simulated_42,Simulated_14,Simulated_16,Simulated_32,Simulated_17,Simulated_41,Simulated_0,Simulated_29,Simulated_22,Simulated_21,Simulated_24,Simulated_12,Simulated_2,Simulated_46,Simulated_15,Simulated_10,Simulated_33,Simulated_39,Simulated_47,Simulated_1,Simulated_36,Simulated_7,Simulated_3,Simulated_11,Simulated_5,Simulated_27,Simulated_43,Simulated_23,Simulated_4,Simulated_13,Simulated_9,Simulated_48,Simulated_38,Simulated_18,Simulated_35,Simulated_28,Simulated_44,Simulated_19,Simulated_20,Simulated_40,Simulated_30
0,57596.857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57733.142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57869.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,58005.71428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,58142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07
6,,50378.67,52253.79,44855.24,48991.2,41771.15,45856.59,47690.61,50962.73,55310.12,47187.77,52421.98,60533.34,45229.14,48541.05,48039.82,52950.83,52942.18,47779.03,48846.24,54128.23,46871.07,46072.84,48438.21,51194.13,57431.85,55968.47,57521.98,44536.66,44236.19,51360.3,47926.07,54025.49,53447.75,51002.59,48416.44,59422.12,54600.74,40927.17,52103.18,62649.98,57259.75,43573.91,42435.87,48473.61,39272.81,37438.87,46086.47,51658.51,51828.0,65341.89,61119.64
7,,51572.3,48687.43,54110.06,49214.85,47572.24,46269.33,49123.33,52742.78,48888.86,46993.01,53386.67,44794.74,58970.86,50904.49,52786.72,52593.43,65040.8,47258.64,52066.83,54740.47,56818.52,63207.35,59817.76,40127.67,57379.61,45219.99,51685.99,49519.23,48320.79,56623.78,39486.93,43111.87,45392.78,58248.24,42494.19,57063.69,59726.65,50163.42,56157.92,48981.82,47506.61,58719.97,40653.16,47133.35,62746.48,46461.74,56724.51,58431.45,52373.51,45640.81,56529.58
8,,51694.85,51808.62,54479.01,53201.91,60944.66,45810.58,41947.5,56387.7,48379.56,55580.95,50569.36,53654.64,49022.23,46082.96,61070.54,60350.5,48972.24,63909.37,52348.6,57724.19,55362.41,55877.62,47553.62,50986.67,57751.39,54989.83,43344.31,40900.23,56318.64,54327.33,59207.85,45083.13,53040.54,53166.89,56648.51,52844.3,45838.52,42933.74,65042.78,46194.11,52791.16,46110.6,45917.25,43756.92,57063.11,38328.5,39037.09,55656.19,43551.34,61005.12,51867.78
9,,51186.5,50415.49,52201.73,53093.47,52212.65,49149.6,43682.0,54248.18,49053.31,56307.63,58448.51,48930.37,55297.58,52362.33,55378.19,50735.62,57320.17,59870.27,56041.11,47161.65,52012.32,53077.52,63044.04,43061.74,52015.2,53074.02,44985.67,43442.8,53966.19,55636.91,48462.68,45702.49,39085.25,55702.0,47955.21,40041.23,52233.59,42518.19,51865.84,41975.48,57114.73,48731.07,51761.17,56948.66,48617.91,56206.57,57300.03,60195.31,57385.0,41107.19,42189.29
