,Actual_last_5_vals,Mean_Simulation,Simulated_35,Simulated_20,Simulated_1,Simulated_9,Simulated_5,Simulated_36,Simulated_25,Simulated_0,Simulated_8,Simulated_45,Simulated_28,Simulated_18,Simulated_4,Simulated_30,Simulated_49,Simulated_33,Simulated_46,Simulated_16,Simulated_42,Simulated_40,Simulated_29,Simulated_27,Simulated_17,Simulated_10,Simulated_13,Simulated_26,Simulated_11,Simulated_12,Simulated_2,Simulated_38,Simulated_31,Simulated_47,Simulated_14,Simulated_39,Simulated_37,Simulated_43,Simulated_3,Simulated_7,Simulated_32,Simulated_6,Simulated_41,Simulated_48,Simulated_44,Simulated_34,Simulated_23,Simulated_24,Simulated_15,Simulated_19,Simulated_22,Simulated_21
0,57596.857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57733.142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57869.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,58005.71428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,58142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07,51512.07
6,,50810.45,59061.24,49347.63,55099.13,48718.07,51484.61,46769.49,46516.02,50211.1,39238.22,49017.09,62974.39,49458.95,49262.95,56556.98,48664.29,46283.69,52356.56,56253.62,51751.86,45456.93,65833.54,43739.7,49533.29,57831.79,43904.6,47347.36,52454.11,49532.38,61434.61,44154.21,53718.41,42789.26,49343.2,58123.17,40095.35,43860.92,46333.27,43374.49,46713.91,53646.65,55576.57,46311.69,58727.27,52471.75,49347.52,65839.22,53140.68,50874.65,59298.52,40687.36
7,,52248.39,56996.8,42412.12,52462.34,61732.75,59087.65,54583.45,57489.86,48995.77,39092.32,47465.6,47828.11,47174.15,60203.15,55159.41,50520.58,52687.43,59272.08,56686.75,50414.01,46356.37,62941.81,55644.32,54512.43,42355.1,56085.57,41086.21,56400.58,38590.48,49603.99,58449.95,46614.55,50488.57,45283.72,44584.4,36544.62,67445.81,55563.51,66594.81,45152.7,63233.15,41108.49,41826.94,60384.12,61841.34,58556.95,49853.64,41861.49,59967.8,50034.54,63187.22
8,,52020.47,52609.38,43467.79,48486.5,48953.01,43753.37,50618.59,55228.8,58113.93,52191.33,52216.08,52784.66,40984.31,49729.75,39941.28,53390.74,52793.5,56093.97,47330.08,53412.19,51148.34,55370.05,43560.75,51929.49,55464.26,46389.84,60318.28,54058.12,62786.71,62220.46,45753.63,39827.1,56740.26,55128.23,46495.18,57537.66,54274.11,46193.9,50740.39,46953.84,61073.66,59193.62,43094.84,45181.38,44617.88,61445.24,58094.88,56747.72,55678.81,65596.53,55308.84
9,,53460.26,53399.51,54104.08,55880.3,50458.41,55175.75,55248.03,60783.97,46294.86,53726.06,50670.93,53706.03,54563.13,56196.78,54158.7,53816.08,54759.96,54214.1,53316.35,63096.71,59120.92,59847.08,55426.15,57779.2,48738.98,52868.37,63469.56,46345.14,47913.11,59806.26,46667.6,41413.06,50668.76,53160.32,46159.66,55255.95,55820.01,50492.46,44465.19,45553.77,54367.82,50871.24,57167.72,44854.46,60062.69,62059.15,62803.36,55610.15,52252.95,49563.56,48858.84
