S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,0.7740331657902216,0.0,2.120415861732872,0.6931471805599453,0.9808122125575971,3.3262343431887,0.6432366529323583,0.0,0.0,0.0,0.5851655547170713,0.6061358035703155,1.0811446819125972
1.0986122886681098,0.6751118451682296,0.0,0.6926909386904241,0.6931471805599453,1.524720694541133,3.332204510175204,2.6806262529214826,0.0,0.0,0.0,0.07516676175946257,0.6931471805599453,1.2464915199494533
1.0986122886681098,0.47994147750741445,0.0,0.0,0.6931471805599453,1.0603298809289972,3.332204510175204,2.6078500635506496,0.0,0.0,0.0,0.2663439008983419,0.6359887667199967,0.6786098607563418
1.0986122886681098,1.3707099347804736,0.0,1.4383628342729267,0.6931471805599453,1.5236846982239793,3.332204510175204,1.8318954321860939,0.0,0.0,0.0,0.28330400287697627,0.5753641449035619,1.6597806968502224
1.0986122886681098,0.6201588970057252,0.0,1.183173495076238,0.6931471805599453,1.2658399872549606,3.332204510175204,1.530055232920177,0.0,0.0,0.0,0.31524309095221126,0.5108256237659907,0.6829226580147305
1.0986122886681098,1.0816146336230583,0.0,0.6605305916055166,0.6931471805599453,0.8934295500167018,3.332204510175204,2.313687190623744,0.0,0.0,0.0,0.4299740108697176,0.44183275227903923,0.9281089928352255
1.0986122886681098,1.246449928101921,0.0,1.010388585323967,0.6931471805599453,1.0815873912888734,3.332204510175204,1.9629433970381986,0.0,0.0,0.0,0.0,0.36772478012531734,0.828452993923745
1.0986122886681098,1.3720422338596205,0.0,1.987551368726946,0.6931471805599453,0.8038514850856109,3.332204510175204,2.676577822918391,0.0,0.0,0.0,0.0,0.2876820724517809,1.1876207396014737
1.0986122886681098,1.0778345318395446,0.0,0.9028244483899693,0.6931471805599453,0.5762675116819032,3.332204510175204,1.977507476888622,0.0,0.0,0.0,0.2241049735760505,0.20067069546215122,1.3517635298080395
1.0986122886681098,0.9399038810146064,0.0,2.0833463457885633,0.6931471805599453,1.545377801000709,3.332204510175204,2.3178107613261494,0.0,0.0,0.0,0.32935460355794377,0.1053605156578263,0.7720315383922699
1.0986122886681098,0.6388292529064874,0.0,0.968511042600116,0.6931471805599453,1.1254264536723473,3.332204510175204,0.44258192810528474,0.0,0.0,0.0,0.0,0.0,1.4456605471764223
