,Actual_last_5_vals,Mean_Simulation,Simulated_22,Simulated_10,Simulated_3,Simulated_7,Simulated_9,Simulated_11,Simulated_21,Simulated_16,Simulated_4,Simulated_28,Simulated_26,Simulated_6,Simulated_20,Simulated_19,Simulated_14,Simulated_13,Simulated_12,Simulated_2,Simulated_27,Simulated_1,Simulated_0,Simulated_25,Simulated_5,Simulated_29,Simulated_18,Simulated_24,Simulated_15,Simulated_8,Simulated_17,Simulated_23
0,42899.57205240175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42902.17903930131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42904.78602620088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42907.39301310044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7,44614.7
6,,45109.85,44978.55,44567.46,44172.94,44694.23,45641.4,48626.41,45038.74,46794.89,44549.76,44771.48,46425.11,43865.2,43649.49,44632.51,45582.94,42863.02,44873.71,43399.73,45431.13,44109.71,45268.78,45114.77,47180.58,48468.03,41497.85,45986.84,45002.71,45656.82,47089.65,43361.18
7,,44777.69,44571.77,41757.8,43725.23,44380.13,44599.63,45963.87,43802.62,45841.45,45296.52,42869.41,46219.45,44180.91,45592.97,44902.23,42724.14,47141.82,40226.52,44734.73,41679.94,43673.72,48671.52,43526.14,43193.09,45430.68,44721.79,47489.32,43134.02,48358.65,46052.92,48867.66
8,,44370.34,44831.61,44290.94,44477.05,46288.9,44949.62,44207.03,41226.15,43668.08,46747.95,43637.85,44668.44,44663.32,46570.4,42627.35,43125.95,44939.16,43250.44,45408.12,41523.94,41898.98,46152.74,40642.97,45987.85,42557.73,45262.93,46744.51,42696.19,42918.95,47162.47,47982.68
9,,44035.61,44794.19,44607.52,44227.11,46018.02,41266.44,44268.53,44832.53,43569.41,44331.76,41943.5,44762.07,44911.99,45071.1,45254.25,42237.8,43174.89,43712.33,40604.65,43445.67,46456.11,44920.19,41387.89,46954.95,42395.65,44367.25,46274.33,41095.21,40056.66,46863.08,47263.24
10,,44519.06,45180.04,44495.97,42488.43,44588.67,45324.91,44503.29,44213.37,42913.25,46312.22,45022.58,42631.29,47343.77,44865.86,42170.45,44057.91,45782.25,43385.56,45814.32,43263.32,43346.5,46123.49,45531.05,43968.49,43046.22,48687.4,46154.7,40964.26,44088.53,46758.3,42545.52
11,MAE,,369.68,706.11,719.7,797.29,810.65,852.46,882.16,920.51,924.31,929.13,944.89,972.58,976.33,985.35,1005.0,1217.28,1227.33,1252.85,1351.85,1361.42,1387.36,1440.59,1457.13,1489.43,1510.08,1639.53,1653.36,1664.8,1852.31,2442.02
