RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.103045554277688,3.044522437723423,3.6392436171574167,2.70805020110221,3.3928598908698673,1.3862943611198906,1.6701743144112084
4.454347296253507,4.920423001623412,3.044522437723423,3.965916596424803,2.70805020110221,5.274559310970236,1.3862943611198906,1.5092959177895664
4.454347296253507,4.191983074853438,3.044522437723423,3.42038448444274,2.70805020110221,2.3929652689230188,1.3862943611198906,1.91532515402993
4.454347296253507,4.464761281231731,3.044522437723423,3.991691978137122,2.70805020110221,2.589651145856624,1.3862943611198906,0.6466905406198871
4.454347296253507,4.668701641827579,3.044522437723423,4.638104938418357,2.70805020110221,3.3596436097406794,1.3862943611198906,1.56555362862379
4.454347296253507,4.039662052485033,3.044522437723423,4.381883864580493,2.70805020110221,4.762079735459387,1.3862943611198906,1.7239481563146117
4.454347296253507,3.966482991143911,3.091042453358316,2.222491435024299,2.70805020110221,3.133079699947467,1.3862943611198906,1.6554120439157847
4.51085950651685,4.9221942885641505,3.091042453358316,3.7602309019099236,2.70805020110221,3.9409543073121354,1.3862943611198906,1.91652229697335
4.663439094112067,4.967200222848822,3.1780538303479458,3.275630750493927,2.70805020110221,2.3425606471888942,1.3862943611198906,1.1846801236840667
4.66814498514948,4.5526265408048685,3.1780538303479458,3.055076216262013,2.70805020110221,4.0510579417773,1.3862943611198906,1.7212152838629613
4.672828834461906,4.671706871044182,3.1780538303479458,3.6486520498153907,2.70805020110221,3.786864254110869,1.3862943611198906,1.4924320348771076
4.672828834461906,5.10394899022743,3.1780538303479458,3.085511274516129,2.70805020110221,3.6997455178986516,1.3862943611198906,1.9474632777476082
4.663439094112067,5.195500123459797,3.1780538303479458,2.6208068900633963,2.70805020110221,2.9535730845386143,1.3862943611198906,2.0266289804147792
4.68213122712422,5.036694510439448,3.258096538021482,5.0244090885898745,2.70805020110221,2.7147497424395213,1.3862943611198906,1.514204721794716
4.948759890378168,5.0798790496941555,3.258096538021482,4.0613145938374755,2.70805020110221,5.608354733986152,1.3862943611198906,1.7370924792616487
4.955827057601261,4.916056213349264,3.258096538021482,3.2462880358840933,2.70805020110221,4.353662496828163,1.3862943611198906,1.8435138208555673
4.955827057601261,5.503381296129533,3.258096538021482,3.726275384784098,2.70805020110221,4.230293211257472,1.3862943611198906,1.6625719574052789
4.969813299576001,5.737179049212039,3.258096538021482,3.5620447657253593,2.70805020110221,3.2092639289188303,1.3862943611198906,1.6807903548500196
4.969813299576001,5.188713818944195,3.258096538021482,4.871663475743446,2.70805020110221,4.633879665748731,1.3862943611198906,1.1351042428433766
4.962844630259907,5.287755235899846,3.2188758248682006,4.4595525932680635,2.5649493574615367,2.3812836150054473,1.3862943611198906,1.1313552725227507
4.962844630259907,6.304565755654689,3.5553480614894135,3.989770084684313,2.5649493574615367,3.715265902269967,1.3862943611198906,1.749246527801401
4.962844630259907,4.005314772729665,3.5553480614894135,4.340032486748362,2.5649493574615367,2.8033904697368093,1.3862943611198906,1.736640277923623
4.962844630259907,4.865615137736052,3.5553480614894135,3.6992892562517747,2.5649493574615367,4.158850609125055,1.3862943611198906,2.0953867197311853
4.962844630259907,4.482250229843292,3.5553480614894135,2.660658093961516,2.5649493574615367,3.1790169221414915,1.3862943611198906,1.6858780350736866
