RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.219198814254028,3.545778610473263,3.5139549959212406,2.4849066497880004,3.789732905192669,2.3978952727983707,1.97209686466783,0.6931471805599453,1.3213067190212273,0.0,0.8186711608840408,4.962844630259907,4.72132680195055,3.7376696182833684,3.9101014582667135,3.091042453358316,2.7911305751320348,3.5553480614894135,3.5096940578936695,5.823045895483019,5.757978371308049,3.258096538021482,3.2580917134633163
3.1354942159291497,3.241098497896058,3.550574782736756,3.516277756105547,2.4849066497880004,4.295384138099477,2.3978952727983707,2.2669409267313534,0.6931471805599453,1.57925601241646,0.0,0.2538736300530736,4.962844630259907,4.790792640876572,3.7376696182833684,4.02264038206956,3.091042453358316,2.4192855884008817,3.5553480614894135,3.558652853681797,5.823045895483019,5.750346289417616,3.258096538021482,3.2580957385805513
3.1354942159291497,3.1294053245511666,3.5553480614894135,3.5395637456547515,2.4849066497880004,5.274723697117478,2.3978952727983707,2.0418205137173406,0.6931471805599453,1.0012347074276877,0.0,0.9057319442906552,4.962844630259907,4.951130339016888,3.7376696182833684,3.927035932752136,3.091042453358316,2.734549700537876,3.5553480614894135,3.5308471804653507,5.823045895483019,5.830174679924092,3.258096538021482,3.2580922598970723
3.1354942159291497,2.889784837743963,3.5553480614894135,3.5031515675094753,2.4849066497880004,5.470814226698938,2.3978952727983707,1.8523010508368172,0.6931471805599453,0.9541375242801236,0.0,0.9034289497076927,4.9605109069136875,4.657838264700428,3.7376696182833684,3.717138194268217,3.091042453358316,2.832081596401446,3.5553480614894135,3.430630296420058,5.823045895483019,5.689810226173427,3.258096538021482,3.2580897724403504
3.1354942159291497,3.3109682032426706,3.5553480614894135,3.5215933879091703,2.4849066497880004,3.1197206658269883,2.3978952727983707,1.2623192720662089,0.6931471805599453,1.7183053089273759,0.0,0.1233790306137712,4.958171724560515,4.718498457425721,3.7376696182833684,3.5997665855237555,3.091042453358316,2.916045794099211,3.5553480614894135,3.49001272956241,5.823045895483019,5.718914876987822,3.258096538021482,3.2580893844238292
3.1354942159291497,3.434434002308635,3.5553480614894135,3.5577933798093464,2.4849066497880004,2.987008046320253,2.3978952727983707,2.271979814845121,0.6931471805599453,0.031206613307666053,0.0,0.0,4.955827057601261,4.609234802075075,3.7376696182833684,4.190947928247441,3.091042453358316,2.60722378343,3.5553480614894135,3.6508026325278116,5.823045895483019,5.778846870579465,3.258096538021482,3.258094762672594
3.1354942159291497,3.413396581782447,3.5553480614894135,3.525001198881375,2.4849066497880004,3.367553083082147,2.3749057545736716,2.1544990547648912,0.6931471805599453,1.0722212401186655,0.0,1.590893251354339,4.9672057361689195,4.716578037531832,3.7346889901452305,3.630324315444609,3.091042453358316,2.7613066623816143,3.5553480614894135,3.5093586859622823,5.823415649600746,5.764440439175452,3.258096538021482,3.2580929797794558
3.1354942159291497,3.1685127979927006,3.5553480614894135,3.5632396830850066,2.4849066497880004,4.052981891460394,2.3513752571634776,1.646907558302876,0.6931471805599453,0.0,0.0,0.0,4.978456395732021,4.93759860399605,3.7316994512968646,4.060127773723148,3.091042453358316,2.822910324502666,3.5553480614894135,3.501629696549442,5.823785267050898,5.766946707002775,3.258096538021482,3.2580931244300566
3.1354942159291497,2.661704630432366,3.5553480614894135,3.472294221150174,2.4849066497880004,5.002228549633772,2.327277705584417,1.9511667200381075,0.6931471805599453,1.9258627762018365,0.0,0.7714509221103416,4.989581884898423,4.79335231112072,3.7287009483006077,3.980435864420381,3.091042453358316,2.8340558768449227,3.5553480614894135,3.5191484726712052,5.8241547479344655,5.77365779707689,3.258096538021482,3.2580962349584595
3.1354942159291497,3.0144997158522546,3.5553480614894135,3.533190143646733,2.4849066497880004,3.7523851743210153,2.302585092994046,2.1546832105433205,0.6931471805599453,1.8713132252493674,0.0,0.0,5.000584958242754,4.448425556499004,3.7256934272366524,3.913491466863609,3.091042453358316,2.87043883431179,3.5553480614894135,3.49119360428295,5.82452409235233,5.8377636804670665,3.258096538021482,3.2580976681911915
3.1354942159291497,3.1669516452990782,3.5553480614894135,3.5104296897105822,2.4849066497880004,4.537403953280526,2.277267285009756,1.3759697433326614,0.6931471805599453,1.4791977004270882,0.0,0.38054710689857274,5.011468280400147,4.860818593444186,3.722676833697227,4.043412671233005,3.091042453358316,2.760371570390187,3.5553480614894135,3.4269236784900685,5.824893300405259,5.717335830261692,3.258096538021482,3.2580906765670394
3.1354942159291497,2.804288182117926,3.5553480614894135,3.519766452289461,2.4849066497880004,3.2538365284869535,2.2512917986064953,1.1308856505217455,0.6931471805599453,1.3639496011332137,0.0,1.3673839017909766,5.022234429939608,4.6550833793244495,3.71965111278069,3.5488040850410543,3.091042453358316,3.2638612010401946,3.5553480614894135,3.6118267823761747,5.825262372193911,5.735306352199286,3.258096538021482,3.2580872232938014
3.1354942159291497,3.313958039895886,3.5553480614894135,3.5050609016397183,2.4849066497880004,2.499470590101509,2.224623551524334,2.096350571165184,0.6931471805599453,1.310226252440475,0.0,0.014068281966658547,5.032885903031075,5.01863701279734,3.716616209085536,3.9032175792832122,3.091042453358316,2.7391215529409823,3.5553480614894135,3.5698687407805614,5.8256313078188295,5.641121313983426,3.258096538021482,3.2580952407684154
3.1354942159291497,3.0647977699917766,3.5553480614894135,3.4725061763898526,2.4849066497880004,3.6794401225357825,2.1972245773362196,2.0801440753344,0.6931471805599453,1.604013743250798,0.0,0.7953309199775054,5.043425116919247,4.7027442187912,3.713572066704308,3.9503786751642487,3.091042453358316,2.7115616839434695,3.5553480614894135,3.312760370122655,5.82600010738045,5.7921811213564585,3.258096538021482,3.258095375201677
3.1354942159291497,3.485845663180382,3.5553480614894135,3.4963611963151346,2.4849066497880004,3.6556114936894453,2.1972245773362196,1.6428843757773923,0.6931471805599453,1.835763086505861,0.0,0.09440571777097484,5.043425116919247,4.716154300600667,3.713572066704308,3.7375415708650412,3.091042453358316,2.751396622284089,3.5553480614894135,3.2863962121159602,5.82600010738045,5.775136951069225,3.258096538021482,3.2580888832785617
3.1354942159291497,3.1557758455598446,3.5553480614894135,3.5196715190928116,2.4849066497880004,2.472932986941041,2.1972245773362196,1.8178960743469386,0.6931471805599453,0.10749929746403808,0.0,0.004250111298608306,5.043425116919247,4.851100280669673,3.713572066704308,4.034698781034049,3.091042453358316,2.630458491157786,3.5553480614894135,3.387038415028999,5.82600010738045,5.726658915231917,3.258096538021482,3.2580963484800347
3.1354942159291497,3.3180720959838026,3.5553480614894135,3.4942423509636598,2.4849066497880004,6.216187088958436,2.1972245773362196,1.8863539706794739,0.6931471805599453,2.2195487008283337,0.0,0.9850159689886663,5.043425116919247,4.719237968297574,3.713572066704308,3.7597235410822836,3.091042453358316,2.952490655568119,3.5553480614894135,3.52515115434923,5.82600010738045,5.694993383373859,3.258096538021482,3.2580940764157016
3.1354942159291497,3.0700462676649645,3.5553480614894135,3.456302370359853,2.4849066497880004,3.2572531556925353,2.1972245773362196,2.202631635414485,0.6931471805599453,0.025361662029190546,0.0,0.7604764827884867,5.043425116919247,4.582636851851821,3.713572066704308,3.694901458376881,3.091042453358316,3.0887228367786768,3.5553480614894135,3.5551875525513923,5.82600010738045,5.789775962052917,3.258096538021482,3.2580878104514923
3.1354942159291497,2.8953021609972445,3.5553480614894135,3.533240911704254,2.4849066497880004,3.8607753216099594,2.1972245773362196,1.9951759244811436,0.6931471805599453,1.9003707219900032,0.0,0.3436078081911359,5.043425116919247,4.891474087708518,3.713572066704308,4.097345089137026,3.091042453358316,2.558597283832249,3.5553480614894135,3.3911212361890004,5.82600010738045,5.711406417148378,3.258096538021482,3.258092043480872
3.1354942159291497,3.1721591930936794,3.5553480614894135,3.502970714734582,2.4849066497880004,3.9801019842457337,2.1972245773362196,1.7712775787246868,0.6931471805599453,0.0,0.0,1.0837614697094724,5.043425116919247,4.599176944782026,3.713572066704308,4.196744690268874,3.091042453358316,2.747035672276608,3.5553480614894135,3.489183112426789,5.82600010738045,5.880637816438052,3.258096538021482,3.2580993695927964
3.1354942159291497,3.2198112644510206,3.5553480614894135,3.521446389728554,2.4849066497880004,6.4052084900219555,2.1972245773362196,2.614735475174628,0.6931471805599453,2.0662016286608327,0.0,1.3957103370899204,5.043425116919247,4.876604803911936,3.713572066704308,3.8293735105916507,3.091042453358316,2.9027243621131222,3.5553480614894135,3.556018978058934,5.82600010738045,5.756801053377333,3.258096538021482,3.2580993566446783
3.1354942159291497,2.894560101594176,3.5553480614894135,3.5233854145374335,2.4849066497880004,4.074178771095408,2.1972245773362196,1.744170435224784,0.6931471805599453,0.7499517545687445,0.0,1.458924333792734,5.043425116919247,4.657178531777474,3.713572066704308,4.112659268339607,3.091042453358316,2.560122442173357,3.5553480614894135,3.5350978995894176,5.82600010738045,5.54298570604672,3.258096538021482,3.2580925252057114
3.1354942159291497,3.3616933712874664,3.5553480614894135,3.531941957554812,2.4849066497880004,2.4155288953559175,2.1972245773362196,2.2283990483453766,0.6931471805599453,2.0738863265380183,0.0,2.643054942572337,5.043425116919247,4.655401891795739,3.713572066704308,3.810430096265412,3.091042453358316,3.023848398272303,3.5553480614894135,3.3696381239505437,5.82600010738045,5.850015302230848,3.258096538021482,3.258089382194459
3.1354942159291497,3.0075426285870726,3.5553480614894135,3.492203456381699,2.4849066497880004,4.425595386261676,2.1972245773362196,2.643622491070357,0.6931471805599453,2.903067345086201,0.0,0.374203229434374,5.043425116919247,4.791556054104382,3.713572066704308,4.060763700347759,3.091042453358316,2.5145448031959496,3.5553480614894135,3.5879095151729206,5.82600010738045,5.653832092758794,3.258096538021482,3.2580922764185414
