S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,2.302585092994046,2.133853788746623
4.709530201312334,2.7038708337899124,3.1354942159291497,3.872661140036973,1.0986122886681098,1.4920016230732498,0.0,0.17163934943789022,6.003887067106539,4.533484517299845,0.0,1.2767862627075646,2.302585092994046,1.5466642589742976
4.727387818712341,4.5583353250362615,3.1354942159291497,3.768466150913678,1.0986122886681098,2.6273441098551276,0.0,0.4657502180510817,6.021023349349527,5.413753873214308,0.0,2.5976690198140417,2.302585092994046,1.6458905467701626
4.727387818712341,4.8884200165276965,3.1354942159291497,3.047999259092041,1.0986122886681098,2.5449624457328124,0.0,0.4374072690819941,6.0330862217988015,4.332843105993479,0.0,4.248444074022841,2.302585092994046,2.5364888881179994
4.74493212836325,4.042602289763182,3.1354942159291497,3.1100757671280164,1.0986122886681098,0.9624216020323973,0.0,0.0,6.025865973825314,4.045721601588409,0.0,1.5585802743290478,2.4849066497880004,2.306694433896388
4.74493212836325,3.652324413204951,3.1354942159291497,2.6271232589698057,1.0986122886681098,3.021807212213772,0.4054651081081644,0.6410506635062386,6.02707297457535,3.667579376441857,0.0,2.0683624983853752,2.4849066497880004,1.9193170844427734
4.74493212836325,3.7348472427951034,3.1354942159291497,4.08814060750811,1.0986122886681098,0.7847235218208692,0.6931471805599453,0.0,6.028278520230698,2.598109719082641,0.0,2.9931080135621637,2.4849066497880004,1.555747473762014
4.742029368705289,4.120849767143818,3.1354942159291497,3.319469043647236,1.0986122886681098,0.8913398414339205,0.6931471805599453,0.06484089595507571,6.025060496536498,4.445188077641324,0.0,1.3352367377153902,2.4849066497880004,1.8657465709287349
4.73911815849783,4.221415268546296,3.1354942159291497,2.8494790319214713,1.0986122886681098,1.2734018214372047,0.6931471805599453,0.47294787157133855,6.021832083724378,3.5293944562578794,0.0,4.762252463869835,2.4849066497880004,2.5403833432994913
4.736198448394496,4.157939475820038,3.1354942159291497,2.7313822023485024,1.0986122886681098,2.7993292961998018,0.6931471805599453,0.5691657876159577,6.018593214496234,3.8764266449319695,0.0,4.651640007612751,2.4849066497880004,2.1233087884340875
