S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.0,2.302585092994046,2.157542452532808,4.820281565605037,4.807352905542267,2.9444389791664403,2.944434154608275
0.0,7.980126553307406e-07,2.302585092994046,2.0466402988620542,4.820281565605037,4.796816559140515,2.9444389791664403,2.9444374407666984
0.0,0.0,2.302585092994046,2.293563982122727,4.820281565605037,4.860605856135994,2.9444389791664403,2.9444346819851126
0.0,0.0,2.302585092994046,2.037087389941662,4.820281565605037,4.804752535292343,2.9444389791664403,2.944435028498081
0.0,0.0,2.302585092994046,2.058372657403339,4.820281565605037,4.750041526703752,2.9444389791664403,2.944431849049777
0.0,0.0,2.302585092994046,2.273097773726748,4.825108606353353,4.8309484083359555,2.9444389791664403,2.944429023877311
0.0,0.0,2.302585092994046,1.9813930054171078,4.829912458665998,4.791638326600304,2.9444389791664403,2.94443327266306
0.0,0.0,2.302585092994046,2.0309679907601375,4.8346933442663405,4.823312886244564,2.9444389791664403,2.944430969200567
0.0,0.0,2.302585092994046,1.6491576251274795,4.839451481712757,4.828593866106792,2.9444389791664403,2.944434877364873
0.0,0.0,2.302585092994046,2.1192079834757944,4.844187086458591,4.833960685660928,2.9444389791664403,2.9444355041692645
0.0,0.0,2.302585092994046,2.117652668861227,4.845498562056402,4.809404493420548,2.9444389791664403,2.9444341228380027
0.0,3.252256401203936e-07,2.302585092994046,2.2534472318408185,4.846808319938465,4.828457465681553,2.9444389791664403,2.9444315865632293
0.0,0.0,2.302585092994046,2.2410448466028425,4.848116364598481,4.819879044491374,2.9444389791664403,2.944435205050271
0.0,0.0,2.302585092994046,2.165923990753429,4.8494227005125365,4.769965231704911,2.9444389791664403,2.944439677660507
0.0,0.0,2.302585092994046,1.8951957491625016,4.850727332139201,4.789215567443124,2.9444389791664403,2.944436648766655
0.0,0.0,2.302585092994046,2.3435715292838735,4.852030263919617,4.816628014476937,2.9444389791664403,2.9444343011942116
0.0,0.0,2.302585092994046,2.2178336218126704,4.853331500277589,4.79819401847006,2.9444389791664403,2.9444310377904874
0.0,0.0,2.302585092994046,1.9457374808035817,4.854631045619675,4.76696446792184,2.9444389791664403,2.9444370553215498
0.0,0.0,2.302585092994046,2.2873445070124765,4.855928904335275,4.786969455798074,2.9444389791664403,2.944435408571769
0.0,0.0,2.302585092994046,2.0236323153027223,4.857225080796721,4.814797242792982,2.9444389791664403,2.9444391465493354
0.0,0.0,2.302585092994046,2.2442904449422723,4.858519579359367,4.839893268984905,2.9444389791664403,2.944436937571082
0.0,0.0,2.302585092994046,2.0348386868256254,4.859812404361672,4.775483238898614,2.9444389791664403,2.9444362023952886
0.0,0.0,2.302585092994046,2.157674964640918,4.90527477843843,4.804077143304746,2.9444389791664403,2.9444345632449953
0.0,0.0,2.302585092994046,2.260585599402131,4.948759890378168,4.77018099037155,2.9444389791664403,2.94443601483943
