S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,3.821386292534754,3.1354942159291497,3.0942113861473137,1.0986122886681098,0.391829498516274,0.0,0.08385371422317156,6.003887067106539,5.832316315661793,6.887552571664617,5.301394169995172,2.302585092994046,2.404102868556534
4.727387818712341,4.642240180040038,3.1354942159291497,4.401339050502989,1.0986122886681098,0.7478540432037796,0.0,0.2199488229179787,6.021023349349527,4.291121935087745,6.893656354602635,5.677072930105204,2.302585092994046,3.3532871595961335
4.727387818712341,4.516018316235644,3.1354942159291497,2.8603796578640432,1.0986122886681098,1.4209385877221181,0.0,0.0,6.0330862217988015,5.771632264549056,6.893656354602635,4.429980212168369,2.302585092994046,2.369347936298222
4.74493212836325,4.273197581260206,3.1354942159291497,4.3801850152749875,1.0986122886681098,1.461437057866268,0.0,0.0,6.025865973825314,4.022224151475732,6.904750769961838,5.230923019242809,2.4849066497880004,1.987435972833554
4.74493212836325,5.083735155479775,3.1354942159291497,4.0611453887121245,1.0986122886681098,1.9675654259441326,0.4054651081081644,0.0,6.02707297457535,4.398654849382334,6.90625415285587,5.578289924536941,2.4849066497880004,2.2340275127220197
4.74493212836325,4.8851299102581045,3.1354942159291497,3.8197996812923205,1.0986122886681098,1.8840858250393788,0.6931471805599453,0.07040270089443307,6.028278520230698,4.998111124218093,6.907755278982137,5.834969463575312,2.4849066497880004,1.8349157496269526
4.742029368705289,3.847331955896547,3.1354942159291497,3.043254261582385,1.0986122886681098,1.4630582145166,0.6931471805599453,0.0,6.025060496536498,5.482183138770374,6.914068641038729,4.9609587148189105,2.4849066497880004,2.1673780869953463
4.73911815849783,4.236696545066115,3.1354942159291497,3.862905996545167,1.0986122886681098,1.2271880834775373,0.6931471805599453,0.5246598146211864,6.021832083724378,3.842813006781852,6.920342394487609,4.1900744538338195,2.4849066497880004,2.9437188078513183
4.736198448394496,5.03014617460808,3.1354942159291497,3.745876970902277,1.0986122886681098,1.1924346082852537,0.6931471805599453,0.0,6.018593214496234,5.050000778278764,6.926577033222725,7.011962828163496,2.4849066497880004,2.5590079161531367
