RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575
3.1354942159291497,2.232084352450352,1.791759469228055,0.2924018555868231,1.0986122886681098,1.3834023798481039,6.018593214496234,5.055725980533841
3.1354942159291497,3.7967966457538904,1.791759469228055,2.143831628818628,1.0986122886681098,2.2531925606394525,6.025865973825314,5.419524537053147
3.1354942159291497,3.75871020908583,1.791759469228055,1.5815345450409521,1.0986122886681098,1.3711061125206692,6.028278520230698,5.8721434845978555
3.1354942159291497,3.1247010067845356,1.791759469228055,2.369029810835829,1.0986122886681098,1.4866948064467085,6.018593214496234,4.435104024078195
3.258096538021482,3.998841751204336,1.791759469228055,2.2142125956188456,1.0986122886681098,1.272881854906715,5.937536205082426,3.3251906905471857
3.258096538021482,3.6232933754521977,2.772588722239781,1.1206361304533616,1.3862943611198906,0.0,6.016157159698354,5.839110557992033
3.332204510175204,4.007546278784999,2.6390573296152584,1.952315227267672,0.6931471805599453,2.615293952047673,5.713732805509369,4.764575053627688
3.332204510175204,4.032286338858254,2.6390573296152584,1.1537167368548995,0.6931471805599453,1.0618926530296053,5.71042701737487,6.062388160401464
3.332204510175204,2.766602498151647,2.6390573296152584,2.204412599629248,0.6931471805599453,1.8019970112784407,5.683579767338681,3.3716753856104376
3.332204510175204,5.465862000837672,2.6390573296152584,2.3051253372173037,0.6931471805599453,1.5991469908945293,5.69035945432406,4.679479292350647
3.332204510175204,3.7966517205786485,2.6390573296152584,3.8374315671456745,0.6931471805599453,0.5663503934596118,5.697093486505405,3.7606590579906722
