RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated
0.0,1.6070859231539256,0.0,1.0042869273197643,0.0,1.4892505708600041,0.0,1.2255437662349544,0.0,0.8147718711559766
0.0,3.7291193823465543,0.0,2.894886766685632,0.0,0.7801895235387404,0.0,1.8467208406645275,0.0,0.4264806851004088
0.0,2.1766995493365675,0.0,0.8575109362215663,0.0,2.906646538192433,0.0,1.7411013827421935,0.0,0.08063206613967022
0.0,2.0515467481951553,0.0,0.7763129479501694,0.0,0.7177819755534071,0.0,2.2218737517016507,0.0,0.21470977086815202
0.0,4.483555145314515,0.0,0.0,0.0,1.2378208667023483,0.0,0.0,0.0,1.9203184848043466
0.0,2.3854077145437276,0.0,0.012240284849419303,0.0,1.07580497352149,0.0,2.9091166545795346,0.0,1.8185902815849255
0.0,2.2529505812143755,0.0,1.0467349205189156,0.0,3.5445931417277654,0.0,0.10838121413329649,0.0,0.6570453216003982
0.0,1.531927808484907,0.0,0.0,0.0,2.5560639029321726,0.0,0.9022975850817747,0.0,1.5681717882077941
0.0,1.667130573924577,0.0,0.37515849345900865,0.0,1.5891463623660589,0.0,0.0,0.0,1.2737007601281605
0.0,3.1459114518214983,0.0,0.1949138205091957,0.0,2.2436686824843557,0.0,1.1400211040485597,0.0,0.0
0.0,4.101559549655774,0.0,1.1784652442240857,0.0,2.2802075633193772,0.0,0.11039330066162667,0.0,0.3675619982357711
0.0,2.8891694111931114,0.0,2.0729056120670912,0.0,0.0,0.0,1.4325925290331467,0.0,0.6754585949776813
