RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.632463015140374,3.1354942159291497,2.2371499374768673,0.0,1.1837620879560273,3.784189633918261,4.426591665271867,3.044522437723423,2.4628547044886653,0.0,1.801862871265418
3.367295829986474,3.014164444770508,3.1354942159291497,1.793359935439756,0.0,0.8599067687416078,3.784189633918261,3.908678088414349,3.044522437723423,3.4986798150773906,0.0,0.0
3.367295829986474,2.7183265956881684,3.1354942159291497,1.7707966207556691,0.0,2.9315901089530594,3.784189633918261,2.8937570345851866,3.044522437723423,2.2714956427526762,0.0,1.0737467986196283
3.367295829986474,2.4893436895540946,3.1354942159291497,3.6007635004673615,0.0,0.6882355138772303,3.784189633918261,2.4402263274206595,3.044522437723423,2.7869943180965673,0.0,0.8983255149856229
3.367295829986474,3.513672149070209,3.1354942159291497,2.054415217345516,0.0,0.6670568169255504,3.784189633918261,2.424742940791348,3.044522437723423,3.1095060637946728,0.0,0.5470352921124841
3.367295829986474,3.3314283020712057,3.1354942159291497,2.742851081850207,0.0,1.3586663346688526,3.784189633918261,3.319870921299891,3.044522437723423,2.103731202167713,0.0,1.2131702038089747
3.367295829986474,3.1135095723778146,3.1354942159291497,2.787776023656507,0.0,0.8193256376324204,3.784189633918261,3.697589152816891,3.044522437723423,3.0008539449494425,0.0,0.02681014363565537
3.367295829986474,3.0688818512632894,3.1354942159291497,2.61464624742681,0.0,1.8250500591634906,3.784189633918261,2.203190663791905,3.044522437723423,2.194539190045103,0.0,4.05603560625261
3.367295829986474,3.616651826524101,3.1354942159291497,2.894648262669235,0.0,1.148313597255387,3.784189633918261,2.9443699636765737,3.044522437723423,2.2336194868917723,0.0,0.0
3.367295829986474,3.028570671108562,3.1354942159291497,2.7298167330266727,0.0,1.1692355529365583,3.784189633918261,3.9905508182445923,3.044522437723423,2.1246042837034893,0.0,0.7050306868962521
3.367295829986474,3.228987917472341,3.1354942159291497,2.4561080033346867,0.0,1.5050734841123625,3.784189633918261,3.817756022976246,3.044522437723423,2.9820063397277634,0.0,1.4552255023060927
