RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.159055299214529,5.201489016465883,5.170483995038151,5.3697148959676095,5.627621113690637,5.359716958139057,3.8066624897703196,3.9062712683878256,4.465908118654584,4.333938571671718,5.8377304471659395,5.774400498626462
5.1298987149230735,5.518263641079266,5.1647859739235145,5.63434087559425,5.634789603169249,5.575914495321034,3.784189633918261,4.4006504946925915,4.454347296253507,4.605616288020368,5.857933154483459,6.2392305811564786
5.762051382780177,5.759062470242152,5.817111159963204,5.582593482687056,5.8944028342648505,5.702861349904052,4.430816798843313,4.379534498246557,4.663439094112067,3.611897853992277,6.284134161070802,5.676789272039768
5.726847747587197,4.80254196173545,5.814130531825066,5.365001431637872,5.921578419643816,5.857218579095438,4.430816798843313,3.9925410177909484,4.663439094112067,4.573775145178853,6.289715570908998,6.120336446001722
5.739792912179234,5.0566698044952725,5.817111159963204,5.478037345696593,5.963579343618446,4.82804704859092,4.442651256490317,3.608945597864515,4.663439094112067,3.425041513916054,6.295266001439646,5.754426513763207
5.723585101952381,5.464153986123559,5.820082930352362,5.2885893787848,5.968707559985366,4.911464428537573,4.418840607796598,2.746931187183213,4.663439094112067,3.8781052995554446,6.304448802421981,5.317368937936125
5.726847747587197,5.359339189820093,5.823045895483019,5.372503186273558,5.968707559985366,5.448500977696766,4.406719247264253,3.790296655030564,4.663439094112067,4.230567259701025,6.315358001522335,5.488048657077257
5.720311776607412,4.9295020016009445,5.811140992976701,6.212358101312445,5.983936280687191,4.759300016861842,4.382026634673881,4.493955676151014,4.663439094112067,4.406679022842251,6.311734809152915,5.999626618876372
5.707110264748875,5.514382455081482,5.811140992976701,4.3149107020300885,5.726847747587197,5.066699288519966,4.356708826689592,4.694270597237873,4.663439094112067,4.0209800804881635,6.2878585601617845,6.84155691221603
5.733341276897746,4.231901970614442,5.811140992976701,6.111615256832425,5.739792912179234,6.159169941978355,4.356708826689592,4.033237777716204,4.663439094112067,4.1646942859479115,6.289715570908998,4.8332416077784375
5.717027701406222,4.503171151640017,5.808142489980444,5.108383049924784,5.726847747587197,4.85271416368366,4.356708826689592,4.628020421115764,4.663439094112067,4.767899161684321,6.289715570908998,6.898418781768165
5.707110264748875,5.17150279941835,5.755742213586912,5.560284784731886,5.755742213586912,5.0540987294435045,4.343805421853684,4.005618818110333,4.672828834461906,4.102204586251143,6.293419278846481,4.940025176413713
