,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
126,76147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,76510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,77231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,81133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517,83052.56786902517
132,,89860.66635425856,81785.82626723127,80094.96117775707,87655.2508315638,82257.45187870417,75548.79363945319,87041.77062517765,88622.19395738949,84037.68528229218,87826.62427207078,78915.10693926661,91719.7054141719,77351.62527342633,85234.2040353654,90907.65198018892,82083.16711498184,82164.79919153986,83442.07850378609,84351.15246590022,86246.42686673865,89640.37184137828,81354.89231832228,84200.1601415517,75092.0803273325,91765.21377033427,82670.21441043129,85149.85450213082,84423.71034073105,85230.24250209564,76950.21358501232,81633.43891100383,73955.91118938285,83251.30555044359,83917.96617782759,85564.59836401192,83251.13305492295,75357.35634216618,88442.99475701513,79280.10946564664,78687.9550554964,84547.10555116259,80567.78124536715,87099.56176432957,80924.72231875222,76389.09259175113,87013.147269657,77898.83458114565,90274.1855529884,85540.53359847842,80260.61861913042
133,,81650.66313053995,86621.06642603938,88921.78444996681,84237.90389805504,71688.55690304695,84145.00136882636,80026.3509261974,96970.1353040378,81363.09840977371,88625.63541341008,83001.17696226048,81055.656574718,81607.4463372852,80932.29758625971,88566.01622192169,76868.636997739,94074.39081531564,81983.97993118531,90461.70469696439,84499.21474454037,88555.22351481905,83334.8686160364,81582.21637998843,90609.13668993619,79569.10134607411,77349.13763300102,78430.01449167557,85995.89795456499,84352.67635876461,84843.64237849328,83673.9155240655,80842.8827589693,85492.71637345428,79510.23103587657,86919.96682507804,74795.4103664579,92794.62791441928,82264.35860258916,87997.9244337074,84974.51120924813,82498.69837954853,84623.52304364643,74694.60626258187,76720.76670215142,76160.20676219708,91519.72899038417,84803.72158165839,81571.86431478927,81038.85874843804,85975.46083953427
134,,85175.53532382225,83246.2959746866,88379.8720016266,81430.12159755264,85354.4036008928,83466.75545589394,83636.61941768005,90158.9549078216,76653.64177239878,78282.69216141278,77775.34851616297,76293.91448857359,94726.40573328946,80954.85899171165,82371.89089243118,72583.26771824127,91909.48617061414,85264.95530179341,74866.38208033363,80721.99357782693,89187.99111706844,85274.50981364478,83201.59426726187,77865.81232122466,70292.3994489009,83576.57032233926,79024.01449074662,83265.03326878001,87672.39913372886,97848.84199776681,84667.34852507227,89159.46745043673,81576.73979948276,91064.98558690374,82752.31734150558,78243.85994360535,91235.71194754748,84840.4811772829,83858.55554304786,82960.10900345826,77464.15821577891,78590.34425695139,84676.91749572873,77896.55619896168,84365.89330607821,78390.26542996369,89914.16721554103,73858.99162525179,83005.42425366942,84650.28476739014
135,,84862.14559174753,89069.8634300788,82923.31221551601,82472.43425959865,72458.68700489363,82605.65669326055,91267.57183916689,87845.67012233882,87784.15046752032,77957.16983739432,85855.24341894503,84062.48610661642,86261.87263177178,77603.67320366442,75579.90830069284,76144.25466557333,91295.87802005284,81060.91965309337,78282.5642459996,84432.17730829008,82517.28594278432,80556.79131939706,72691.38921001974,86937.4525855752,83105.1482547307,80299.08551137279,80946.14217109208,77867.04212380109,92691.41654833614,81026.01174381649,85294.5520226764,80775.16301612026,87411.03579345703,88018.21114217877,91911.88113118889,82734.7358662736,86736.99140417103,78765.47043838847,89830.79625337488,78195.03657528995,81374.6355862079,85629.23276064282,79844.32742087003,78714.17630884999,88184.58853873765,80464.07878592984,83985.70586940946,79311.70657629627,87054.82797562386,83856.62961612732
