RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.487660403329633,1.791759469228055,2.8387633089800297,1.0986122886681098,1.339644797445078,6.018593214496234,4.062158970074696,6.893656354602635,6.58646094090975
3.1354942159291497,4.176530394714544,1.791759469228055,1.9101629348794538,1.0986122886681098,1.8024377577663313,6.025865973825314,3.972643642977427,6.904750769961838,3.799129802189216
3.1354942159291497,3.445451668537667,1.791759469228055,0.448770000776741,1.0986122886681098,1.4599851419362033,6.028278520230698,6.707687090219015,6.907755278982137,7.378472883619181
3.1354942159291497,4.277125709497898,1.791759469228055,2.701217106400443,1.0986122886681098,1.6370348065253393,6.018593214496234,4.839864724795561,6.926577033222725,6.807922947338185
3.258096538021482,3.2798652926216953,1.791759469228055,2.1478273165704205,1.0986122886681098,2.1829953037429677,5.937536205082426,3.973038365728388,6.903747257584598,4.992226907786936
3.258096538021482,3.4125870717886575,2.772588722239781,1.5918919400938631,1.3862943611198906,1.803022950554257,6.016157159698354,5.353495456018252,7.00397413672268,5.44912232536371
3.332204510175204,4.2648731420151975,2.6390573296152584,1.7321886415626158,0.6931471805599453,1.5217729281841608,5.713732805509369,4.322083087602185,6.760414691083428,5.68416210793251
3.332204510175204,2.8101805281600214,2.6390573296152584,1.1985162321433782,0.6931471805599453,1.3999032890477277,5.71042701737487,5.118512208810106,6.7357800142423265,7.138837447570294
3.332204510175204,4.613336224274152,2.6390573296152584,2.0300004278759363,0.6931471805599453,0.5061599557726892,5.683579767338681,3.535992766156909,6.734591659972948,6.059009691737775
3.332204510175204,3.9736443935523083,2.6390573296152584,1.7466425356688067,0.6931471805599453,1.4355999173689133,5.69035945432406,4.848760324313167,6.738152494595957,4.384500759639004
3.332204510175204,3.2035866442964016,2.6390573296152584,1.1818130823150632,0.6931471805599453,0.9127320510017067,5.697093486505405,3.4684818849340306,6.7580945044277305,5.126902498866839
