RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.0,0.0,1.0986122886681098,0.747335632553444,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674
0.0,0.0,1.0986122886681098,1.1555829118688663,3.3262343431887,0.6993799739388437,0.0,0.0,0.0,0.5183554179949822
0.0,0.0,1.0986122886681098,0.0,3.332204510175204,1.8970885848689,0.0,0.0,0.0,0.02963976145772948
0.0,0.0,1.0986122886681098,0.0,3.332204510175204,1.5766633170315698,0.0,0.0,0.0,0.1471129920195759
0.0,0.0,1.0986122886681098,0.8272634071206557,3.332204510175204,2.460922611031779,0.0,0.0,0.0,0.3089170576147749
0.0,0.0,1.0986122886681098,0.058159761998821335,3.332204510175204,0.9106183433887538,0.0,0.0,0.0,0.5284501891882265
0.0,0.0,1.0986122886681098,0.6732202370910004,3.332204510175204,2.5666423723846115,0.0,0.0,0.0,0.18651558383683214
0.0,0.0,1.0986122886681098,1.0672874973685822,3.332204510175204,1.7250674231628003,0.0,0.0,0.0,1.0662512662442016
0.0,0.0,1.0986122886681098,0.9915951252767762,3.332204510175204,1.9395288702090332,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,1.1102792482201178,3.332204510175204,2.238197041404342,0.0,0.0,0.0,0.019030356899930045
0.0,0.0,1.0986122886681098,0.45724512820565444,3.332204510175204,1.5559199727571924,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,0.5004344813059711,3.332204510175204,2.7665482226742357,0.0,0.0,0.0,0.8634295361941072
