,Actual_last_5_vals,Mean_Simulation,Simulated_16,Simulated_20,Simulated_40,Simulated_37,Simulated_21,Simulated_10,Simulated_22,Simulated_0,Simulated_13,Simulated_28,Simulated_30,Simulated_5,Simulated_15,Simulated_32,Simulated_23,Simulated_39,Simulated_24,Simulated_12,Simulated_46,Simulated_27,Simulated_43,Simulated_9,Simulated_17,Simulated_38,Simulated_29,Simulated_26,Simulated_36,Simulated_2,Simulated_47,Simulated_14,Simulated_25,Simulated_44,Simulated_45,Simulated_19,Simulated_11,Simulated_3,Simulated_42,Simulated_41,Simulated_35,Simulated_49,Simulated_48,Simulated_7,Simulated_34,Simulated_18,Simulated_6,Simulated_4,Simulated_31,Simulated_8,Simulated_33,Simulated_1
0,53350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53354.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53359.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,53364.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,53369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29,50223.29
6,,50206.41,44939.26,50075.68,50937.08,52074.52,54609.88,50113.48,47034.37,50132.89,56309.9,49629.35,52695.32,49448.94,55047.24,54061.27,56956.74,51506.52,46664.74,46220.27,50619.02,51662.89,47406.6,52350.21,42716.58,57726.33,55176.68,56759.75,53954.27,53484.67,42592.61,43514.64,49761.65,53316.71,44992.9,46170.78,51429.53,43485.1,43766.43,42744.53,45276.88,58173.4,48157.99,47975.87,53414.31,55476.31,53189.27,46662.37,52537.38,51544.56,53094.53,42728.26
7,,49362.36,51843.33,51417.65,49702.88,51549.38,47416.09,48372.51,49273.51,42656.49,48866.58,55075.21,51461.43,46512.12,50834.8,49912.02,46213.08,54104.7,56571.95,50119.06,44248.63,43613.79,42465.78,53509.11,52424.79,51092.05,53011.3,55861.77,55587.67,49037.5,47896.7,47129.06,46206.71,54198.82,46065.6,53500.24,40822.59,55009.06,46187.72,45686.96,48199.64,53831.22,40458.8,57865.01,50180.07,45600.51,46490.01,48528.49,52886.42,58505.09,42023.94,38090.2
8,,50253.65,53386.27,49479.87,55136.78,53619.26,48517.4,45115.48,49691.97,46819.1,50470.04,52689.53,47310.08,48204.74,54746.0,53674.37,45865.42,49918.52,52739.56,45016.12,47880.93,45446.09,47387.03,48309.06,54313.87,46765.61,54503.23,54672.89,55758.67,47033.11,45074.74,44498.13,47943.88,56488.81,41200.99,53016.67,53914.67,49929.36,53375.89,47522.79,56627.12,56257.88,57029.28,50607.34,46925.56,43910.52,49227.84,49641.7,47741.02,56418.66,48664.31,52194.23
9,,50185.79,47025.71,49924.0,50855.45,50525.45,53598.47,55377.52,52139.15,48303.21,51924.62,51516.77,48065.62,56650.65,47245.73,48440.25,54592.83,48379.12,49441.21,48329.95,47117.16,51083.83,50468.6,40206.71,49347.34,51127.07,45465.05,49790.67,45456.25,50059.76,43217.24,49693.27,45995.79,53231.11,57013.27,47976.18,44810.99,55598.12,56694.4,48488.54,47572.09,55155.75,53814.39,45303.34,55274.04,48063.86,55042.0,44044.2,51902.17,58600.07,54510.0,44830.36
