S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,4.848116364598481,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,1.4302407098612782,4.8494227005125365,4.444164503093541,2.9444389791664403,3.0341006464673663
0.0,0.0,4.850727332139201,4.992633905501928,2.9444389791664403,2.7304235197607225
0.0,0.0,4.852030263919617,5.3073634438371755,2.9444389791664403,4.302546232975197
0.0,2.886684612281247,4.853331500277589,5.487155424792988,2.9444389791664403,5.058996937429188
0.0,2.551322762006092,4.854631045619675,4.485795116316596,2.9444389791664403,1.6055058015042216
0.0,0.9806800495020191,4.855928904335275,5.415792632383361,2.9444389791664403,4.059825544533086
0.0,0.03138620533914327,4.857225080796721,5.614649603677885,2.9444389791664403,3.391384006890333
0.0,1.312873151209051,4.858519579359367,3.1783034869234665,2.9444389791664403,5.761336168471708
0.0,0.6095799387074715,4.859812404361672,4.778600982086284,2.9444389791664403,5.370100457109147
0.0,1.05402117994542,4.90527477843843,3.5348883390207018,2.9444389791664403,5.6361412731035045
0.0,0.9885032509453969,4.948759890378168,4.047961899136447,2.9444389791664403,2.8443447495653986
