,Actual_last_5_vals,Mean_Simulation,Simulated_22,Simulated_24,Simulated_8,Simulated_2,Simulated_1,Simulated_12,Simulated_3,Simulated_4,Simulated_25,Simulated_7,Simulated_11,Simulated_6,Simulated_13,Simulated_20,Simulated_16,Simulated_17,Simulated_21,Simulated_0,Simulated_18,Simulated_14,Simulated_19,Simulated_23,Simulated_26,Simulated_5,Simulated_10,Simulated_28,Simulated_9,Simulated_27,Simulated_29,Simulated_15
0,5497.177777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5507.133333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5517.0888888888885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5527.044444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79,4259.79
6,,4154.54,4434.26,3740.28,3769.41,3668.92,5026.15,3860.23,4626.82,3492.66,5889.9,3891.98,4991.56,3017.52,3987.89,4427.03,4191.67,4588.85,2489.3,4600.03,4991.75,3328.58,5132.79,3398.73,5126.3,3393.51,4056.59,3084.15,3716.14,3754.25,4589.8,5369.28
7,,4181.05,3993.06,4361.54,4095.77,4422.37,4651.46,5108.28,4049.53,4016.78,4137.68,4246.27,3682.14,3392.04,4234.57,5225.13,3965.93,4457.47,4856.22,4910.66,4633.25,4019.55,4045.97,3130.85,4071.42,4439.2,3850.37,4049.18,4077.66,3114.32,4565.66,3627.17
8,,4217.21,3648.6,4721.85,4478.0,4983.36,3574.48,3762.4,3575.08,4331.74,4498.65,3936.28,4599.73,3728.95,4061.84,5242.04,4469.36,4031.97,3744.17,4664.38,5596.12,4431.57,5210.24,5127.5,4845.99,4723.18,3702.61,2893.15,3841.81,2970.65,2471.17,4649.44
9,,4371.1,4610.58,4359.02,4414.04,3545.28,4429.35,3719.73,3713.63,4194.22,4084.83,4029.36,3700.92,4439.64,4573.93,4979.94,4894.94,4271.27,4837.23,4918.81,4357.3,4166.5,4583.18,4700.0,4649.27,3354.92,4679.6,4829.06,3484.98,5169.37,4236.82,5205.14
10,,4501.15,4625.52,4165.77,5994.27,4172.09,4306.86,5451.53,2959.66,4103.28,5260.64,2925.56,4464.07,5033.96,3315.23,3700.26,4749.19,5508.47,4655.37,4460.76,4152.99,4846.39,5588.66,4302.41,4761.57,4580.45,4799.6,3186.59,4054.93,4062.52,3917.4,6928.57
11,,4224.42,4311.64,3735.23,4195.69,4513.25,4644.99,4339.67,4234.76,4503.09,4650.96,4890.74,5030.14,4010.89,5535.83,4687.07,4372.75,3390.56,4227.84,5172.69,4161.65,3888.7,3494.49,2742.51,3023.31,4707.12,4850.19,4198.24,2875.65,4830.42,3403.1,4109.45
12,,4327.62,3934.79,4212.07,4259.23,4438.59,4721.72,4574.96,3925.35,4807.11,4361.87,4083.09,3529.54,4556.34,4618.74,4144.12,2789.58,4223.73,3120.88,3468.46,3734.29,4404.49,4521.63,4095.5,5864.32,4544.37,5375.18,4820.23,4780.77,5238.16,4124.05,4555.32
13,,4427.25,4294.05,3991.61,4016.31,3909.07,4135.4,3757.79,3911.41,3548.47,3633.13,4138.24,4712.76,5498.1,4611.62,5079.12,5534.03,4851.07,4995.66,5045.67,4579.56,2374.08,4893.05,3585.54,3734.17,5395.29,5571.16,3957.82,5805.24,4337.24,4824.8,4096.09
14,,4181.6,5401.2,4315.68,3660.28,3737.06,4827.57,4206.63,3791.91,5153.0,3887.02,3686.12,3681.12,4304.36,5301.14,4741.23,4359.45,4937.79,4286.18,3140.77,3359.63,4589.73,5072.81,3838.85,3658.65,4592.02,4120.24,3176.61,3694.65,3997.44,4899.05,3029.72
15,,4450.23,3705.0,6187.42,4775.39,4235.75,4249.82,4819.32,3972.39,3403.59,4284.29,5612.85,5022.34,3454.49,5713.97,4811.13,3197.36,5564.6,4883.01,3850.92,3290.29,2614.98,4863.44,4812.59,4546.44,5315.75,4123.18,3740.68,4760.74,4387.35,5088.97,4218.86
16,,4339.99,4006.47,4304.31,3406.34,4764.32,4911.12,4117.02,4423.2,4866.47,5265.62,4719.76,3940.88,4548.95,4406.81,4212.63,4965.87,5236.23,3917.43,4156.03,3542.17,3913.97,3496.04,4819.12,5027.17,2813.28,1943.36,4117.45,3188.48,6239.45,6158.62,4771.19
17,MAE,,359.31,366.18,379.62,387.44,396.78,410.6,443.67,474.74,478.92,480.31,482.23,488.02,500.11,508.09,510.5,510.96,514.36,538.36,551.54,573.9,578.67,581.99,582.17,590.9,596.04,602.01,614.87,641.96,656.77,662.55
