RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.5257771575512358,3.5553480614894135,3.3241618483350153,2.4849066497880004,4.288801949621111,2.224623551524334,2.328170097005313,0.6931471805599453,2.599355956726943,0.0,1.2264470614375145,3.716616209085536,3.848777899491394,3.091042453358316,2.4454143792319614,3.5553480614894135,3.375888409448223,5.8256313078188295,5.475244663983493,3.258096538021482,2.7747795250883027
3.1354942159291497,3.904953788439253,3.5553480614894135,2.767352600581111,2.4849066497880004,4.046423062435245,2.1972245773362196,2.4884295011516646,0.6931471805599453,2.7069644215334163,0.0,0.6304779251792222,3.713572066704308,3.277562574516354,3.091042453358316,1.779406853778849,3.5553480614894135,2.679874440140564,5.82600010738045,3.220325359998129,3.258096538021482,3.4534105672021624
3.1354942159291497,2.7662135808379276,3.5553480614894135,3.0876371909013267,2.4849066497880004,3.938076470592308,2.1972245773362196,1.1826177820464752,0.6931471805599453,4.5022342388792955,0.0,1.5153623734768142,3.713572066704308,2.1217537614098143,3.091042453358316,4.102264241338859,3.5553480614894135,3.680257437669816,5.82600010738045,6.105373026632358,3.258096538021482,3.4260342051980515
3.1354942159291497,4.0003409586541725,3.5553480614894135,2.9885008753574462,2.4849066497880004,6.664654836247774,2.1972245773362196,2.245790647523433,0.6931471805599453,4.597132375405491,0.0,0.0,3.713572066704308,3.2958125409292727,3.091042453358316,2.330282672223062,3.5553480614894135,4.475416401911259,5.82600010738045,4.221472596111594,3.258096538021482,0.08222628678374688
3.1354942159291497,3.4984463275533644,3.5553480614894135,3.206636387577744,2.4849066497880004,3.0505587699156584,2.1972245773362196,3.203697349468412,0.6931471805599453,2.0420621478282586,0.0,1.5086274741975094,3.713572066704308,2.8425774689112164,3.091042453358316,2.3047079977734413,3.5553480614894135,3.9353786471882675,5.82600010738045,5.931897228840617,3.258096538021482,2.202888367125987
3.1354942159291497,3.3091871312763197,3.5553480614894135,4.0396823922601115,2.4849066497880004,5.05112191404367,2.1972245773362196,2.2525922721226257,0.6931471805599453,3.5778979992670625,0.0,1.8493059000785783,3.713572066704308,4.040279996681304,3.091042453358316,2.4969796495791297,3.5553480614894135,4.024990444960746,5.82600010738045,6.528546283426941,3.258096538021482,2.4269211784664506
3.1354942159291497,3.986494424972613,3.5553480614894135,3.174415821759302,2.4849066497880004,3.9480063412466238,2.1972245773362196,2.1607466858028146,0.6931471805599453,4.048233544506099,0.0,1.4850145274939417,3.713572066704308,4.2092404048031655,3.091042453358316,2.724533176469799,3.5553480614894135,2.7277262161117743,5.82600010738045,5.11636005575442,3.258096538021482,2.941530510598321
3.1354942159291497,3.544320575354902,3.5553480614894135,3.3907053574116457,2.4849066497880004,3.369488782912675,2.1972245773362196,2.4773750750098293,0.6931471805599453,0.871122374248037,0.0,0.40723551081459863,3.713572066704308,4.3411377935057285,3.091042453358316,3.245433817809512,3.5553480614894135,3.5214998998052756,5.82600010738045,6.605267411379188,3.258096538021482,2.2736222529710717
3.1354942159291497,3.7350611760461128,3.5553480614894135,3.498081117005471,2.4849066497880004,6.407661835358329,2.1972245773362196,3.543591908341533,0.6931471805599453,1.5290831153730962,0.0,1.634636669169556,3.713572066704308,4.254172847218906,3.091042453358316,2.4331469943962283,3.5553480614894135,3.8292597642537314,5.82600010738045,5.6245632471592035,3.258096538021482,2.6924155055262657
3.1354942159291497,3.203073544367233,3.5553480614894135,2.769426688981827,2.4849066497880004,2.410029201727957,2.1972245773362196,3.338023559434105,0.6931471805599453,1.9242072705270443,0.0,1.970599248169877,3.713572066704308,3.6001679426667605,3.091042453358316,4.2189803188594945,3.5553480614894135,3.6793716587951817,5.82600010738045,5.857611842988644,3.258096538021482,4.120302744770704
3.1354942159291497,3.339539963330336,3.5553480614894135,3.6797239282024607,2.4849066497880004,4.767055063518014,2.1972245773362196,3.6767154881142154,0.6931471805599453,2.788835092921937,0.0,2.3414984175719398,3.713572066704308,3.8578210960611865,3.091042453358316,3.1701581499912153,3.5553480614894135,3.2985163030164393,5.82600010738045,6.329672942036127,3.258096538021482,3.9280010718233327
3.1354942159291497,3.857925575171146,3.5553480614894135,3.8021211936657173,2.4849066497880004,5.318105383025733,2.1972245773362196,1.8859056886141545,0.6931471805599453,1.0808402154712213,0.0,3.998615903701786,3.713572066704308,4.100656022696874,3.091042453358316,2.5758797037729178,3.5553480614894135,3.4473387755507203,5.82600010738045,6.288987918594407,3.258096538021482,3.968579699708089
