S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,0.56780183158468,0.0,1.6197068077829417,1.9694406464655074,2.573569227760443,3.3262343431887,1.303695687557346,0.0,0.0,0.0,0.052449324967142746,0.6061358035703155,0.5296277198539898
1.0986122886681098,1.3958925647798943,0.0,3.1591375361067966,1.9459101490553132,2.7726307480940466,3.332204510175204,1.3747763488862836,0.0,0.0,0.0,0.12052654138798112,0.6931471805599453,1.7985343728507768
1.0986122886681098,0.7607916234663425,0.0,0.12845579420881892,1.9299098077088723,2.0015766073515957,3.332204510175204,3.1422712261834116,0.0,0.0,0.0,0.5302110789012076,0.6359887667199967,0.8647834690370254
1.0986122886681098,1.0720365014920985,0.0,2.06288629297252,1.9136492868370918,2.1899563323160622,3.332204510175204,1.4515507942461907,0.0,0.0,0.0,0.5525478676071338,0.5753641449035619,1.6327044134934492
1.0986122886681098,0.980758740883498,0.0,1.39827446916893,1.8971199848858813,3.0895443124069253,3.332204510175204,0.8561682132128706,0.0,0.0,0.0,0.0,0.5108256237659907,1.6824398362042507
1.0986122886681098,1.1419801624395802,0.0,2.8737911557305127,1.8803128665695001,2.069236971645614,3.332204510175204,2.328151827208823,0.0,0.0,0.0,0.06764551020319684,0.44183275227903923,0.6559297524560098
1.0986122886681098,0.6468561646393312,0.0,1.815128366036254,1.8632184332102,1.8832208277591054,3.332204510175204,2.310810897296716,0.0,0.0,0.0,0.6618445079145995,0.36772478012531734,1.275742535189396
1.0986122886681098,0.9765286089689594,0.0,0.2977425630146051,1.8458266904983307,2.094579265740898,3.332204510175204,2.5393680259693325,0.0,0.0,0.0,0.0,0.2876820724517809,0.9599307524761225
1.0986122886681098,0.5614080685863122,0.0,2.7580290654784303,1.8281271133989299,2.190892058889724,3.332204510175204,0.4016707261387711,0.0,0.0,0.0,0.0,0.20067069546215122,1.5476804098856882
1.0986122886681098,1.087746888469598,0.0,0.6569899563993336,1.8101086078962514,2.71425463087862,3.332204510175204,2.3141373413570436,0.0,0.0,0.0,0.0,0.1053605156578263,1.4799948187489789
1.0986122886681098,0.8981473517427572,0.0,0.5260918358451796,1.791759469228055,3.150012544473533,3.332204510175204,1.9360197285887488,0.0,0.0,0.0,0.16418105636379307,0.0,1.9635815152200742
