S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.1354942159291497,2.1905669986889995,0.0,0.8976772565702336,3.784189633918261,1.232552710388167,5.181783550292085,3.4100508772984783,3.044522437723423,3.13691365943954,0.0,2.756692362469298
3.1354942159291497,2.6698439042663122,0.0,0.8784710498016088,3.784189633918261,1.84084221661127,5.181783550292085,5.70837357104884,3.044522437723423,2.948833271215165,0.0,1.685664691724948
3.1354942159291497,2.0933384267869504,0.0,0.0,3.784189633918261,2.630374630697373,5.181783550292085,3.760862574035701,3.044522437723423,3.1477179621234965,0.0,0.8282958809414471
3.1354942159291497,2.400612210263275,0.0,0.7992820380462433,3.784189633918261,3.587784104621478,5.181783550292085,3.8043813671199125,3.044522437723423,1.8162943729986776,0.0,0.6391950943364925
3.1354942159291497,2.7071398074150084,0.0,1.273806527093671,3.784189633918261,2.225354678318922,5.181783550292085,4.200090639662754,3.044522437723423,2.059694558732412,0.0,2.1560692800818977
3.1354942159291497,3.0168386530669444,0.0,0.0,3.784189633918261,3.0881306351301663,5.181783550292085,4.968019227954503,3.044522437723423,3.1279583582849226,0.0,4.481427279680052
3.1354942159291497,2.5297252970316118,0.0,0.43629304619838305,3.784189633918261,3.796026948812256,5.181783550292085,3.123366787760199,3.044522437723423,2.1720754863043736,0.0,2.654979125896446
3.1354942159291497,2.665750786154741,0.0,1.664163380239415,3.784189633918261,3.0860293478820764,5.181783550292085,2.840106577730814,3.044522437723423,2.9105116189541493,0.0,0.0
3.1354942159291497,2.1800713322505487,0.0,1.165644878718344,3.784189633918261,2.869938660362842,5.181783550292085,3.1560135423141866,3.044522437723423,2.5510200151136013,0.0,0.028315274177219907
3.1354942159291497,2.532674089502722,0.0,1.2536591088046514,3.784189633918261,2.98516709384733,5.181783550292085,2.8605217041772226,3.044522437723423,1.3052523253919797,0.0,0.0
3.1354942159291497,3.2875131149242605,0.0,0.0,3.784189633918261,4.203978850240464,5.181783550292085,3.540720825848254,3.044522437723423,2.8777957321212737,0.0,0.34047788667831536
