RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.0,0.0,1.0986122886681098,0.747335632553444,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.0,0.0,0.18393647179709674
0.0,0.0,1.0986122886681098,0.312363853256684,3.3262343431887,2.7125712846474923,0.0,0.0,0.0,0.0,0.0,0.8270265737618486
0.0,0.0,1.0986122886681098,0.0,3.332204510175204,2.260906588343064,0.0,5.706311580259622e-07,0.0,2.45856161888921e-06,0.0,0.5047851532996255
0.0,0.0,1.0986122886681098,1.0759684263192,3.332204510175204,1.4632124123681625,0.0,1.6088694556437364e-06,0.0,0.0,0.0,0.035972053824302436
0.0,0.0,1.0986122886681098,0.0,3.332204510175204,2.4661610542209553,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,0.546484843524468,3.332204510175204,1.2062258966598203,0.0,0.0,0.0,0.0,0.0,0.2432464034626763
0.0,0.0,1.0986122886681098,1.2016162042463348,3.332204510175204,0.9692367112565822,0.0,0.0,0.0,0.0,0.0,0.6641466240534575
0.0,0.0,1.0986122886681098,0.0,3.332204510175204,0.5435031485846922,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,0.7865149742796727,3.332204510175204,1.7224113032507862,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0986122886681098,0.330678047398338,3.332204510175204,2.6050547478622645,0.0,0.0,0.0,0.0,0.0,0.14144235491417312
0.0,0.0,1.0986122886681098,0.9271058090696924,3.332204510175204,0.45598180977387015,0.0,0.0,0.0,0.0,0.0,0.3333880870830688
0.0,0.0,1.0986122886681098,0.8162178029922008,3.332204510175204,0.7239482345550871,0.0,0.0,0.0,0.0,0.0,0.227932820653976
