RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,4.335950236582095,3.044522437723423,1.8448821168577987,2.70805020110221,4.75161623168601,4.31748811353631,4.9897684526651656
4.454347296253507,3.505442634762156,3.044522437723423,1.6332404337879531,2.70805020110221,1.2859883164786974,4.330733340286331,4.7357401366923515
4.51085950651685,5.2922041238715485,3.091042453358316,3.7663159999047586,2.70805020110221,3.4758209648536553,4.709530201312334,5.076433325676719
4.672828834461906,3.882385348680715,3.1780538303479458,3.1062806148772575,2.70805020110221,2.4342571236323507,4.736198448394496,3.047517735997358
4.672828834461906,5.867559970787836,3.1780538303479458,2.5780368282301716,2.70805020110221,3.9740941116637183,4.74493212836325,3.764650652938766
4.6913478822291435,4.453559272091728,3.258096538021482,3.3019360415307486,2.70805020110221,4.224538985139547,4.574710978503383,4.076763864073052
4.955827057601261,6.230022950579501,3.258096538021482,2.1182900082312273,2.70805020110221,4.000205152801458,3.970291913552122,6.056941253423776
4.969813299576001,7.054493096361457,3.258096538021482,3.8904857227273038,2.70805020110221,3.872664090805774,4.143134726391533,5.357426062091461
4.969813299576001,5.074455233764156,3.258096538021482,4.2940359468833265,2.70805020110221,2.8391138675240724,4.127134385045092,4.920990483639908
4.962844630259907,3.9156222512853502,3.5553480614894135,2.9513054406416894,2.5649493574615367,3.2240743898051925,4.248495242049359,5.103900114498053
4.962844630259907,5.596007833384324,3.5553480614894135,1.6197553469851398,2.5649493574615367,1.191067802405274,4.23410650459726,3.6256477474105226
