RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,3.6734770105524017,3.044522437723423,6.073439592263412,2.70805020110221,1.143491166728614,4.31748811353631,3.0037216679579526
4.454347296253507,4.068394280213973,3.044522437723423,2.715344934260738,2.70805020110221,4.477844926690639,4.330733340286331,3.12768642285385
4.51085950651685,4.012232973668091,3.091042453358316,3.2286885765275923,2.70805020110221,3.5263917365673625,4.709530201312334,4.604738108504216
4.672828834461906,7.127335545483388,3.1780538303479458,0.0,2.70805020110221,0.0,4.736198448394496,4.583808655234101
4.672828834461906,7.227811677847381,3.1780538303479458,4.71240523672232,2.70805020110221,0.0,4.74493212836325,4.154299790724867
4.6913478822291435,4.938982870315085,3.258096538021482,3.564388507681435,2.70805020110221,0.0,4.574710978503383,4.947922622354485
4.955827057601261,4.927702911667706,3.258096538021482,4.72902420438475,2.70805020110221,2.3169037691429226,3.970291913552122,2.948716691694636
4.969813299576001,5.23201615956711,3.258096538021482,1.8603359802432868,2.70805020110221,0.7960051688028753,4.143134726391533,4.05493122478961
4.969813299576001,5.40454822612551,3.258096538021482,1.1691022227170285,2.70805020110221,5.668597714208704,4.127134385045092,2.7038579761762316
4.962844630259907,2.5458979427787085,3.5553480614894135,2.945124422430438,2.5649493574615367,1.963983301990758,4.248495242049359,5.032097211352442
4.962844630259907,4.804437625318778,3.5553480614894135,4.553274311146746,2.5649493574615367,2.9365194744443954,4.23410650459726,4.870359718071276
