,Actual_last_5_vals,Mean_Simulation,Simulated_8,Simulated_24,Simulated_4,Simulated_14,Simulated_37,Simulated_27,Simulated_23,Simulated_25,Simulated_43,Simulated_32,Simulated_44,Simulated_19,Simulated_30,Simulated_45,Simulated_46,Simulated_0,Simulated_39,Simulated_41,Simulated_6,Simulated_13,Simulated_18,Simulated_31,Simulated_42,Simulated_2,Simulated_10,Simulated_11,Simulated_21,Simulated_29,Simulated_17,Simulated_28,Simulated_16,Simulated_3,Simulated_38,Simulated_33,Simulated_34,Simulated_35,Simulated_1,Simulated_48,Simulated_12,Simulated_15,Simulated_7,Simulated_5,Simulated_40,Simulated_47,Simulated_26,Simulated_20,Simulated_9,Simulated_22,Simulated_36,Simulated_49
0,16519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67,17012.67
6,,17246.84,17975.46,17857.9,16679.04,17320.64,16602.75,18058.37,16648.15,17378.15,17938.66,17015.92,17628.17,17778.2,17242.87,16336.46,18028.76,15707.22,16869.19,16689.39,16101.92,17645.89,17034.19,17634.7,16366.41,17934.66,17282.25,18063.82,16814.0,16451.14,15582.11,17946.52,17743.02,18427.31,18023.49,17810.44,17044.33,17382.27,17810.14,16858.81,16156.91,17046.52,16933.89,17479.21,17226.36,17306.05,17331.14,17388.52,17265.05,17350.76,16946.17,18198.94
7,,17260.49,17354.06,17264.81,17365.03,15792.61,17507.95,17486.76,17769.82,17576.42,18102.52,16078.13,17015.52,17133.16,16229.73,16477.12,17753.67,17643.07,16826.96,17801.71,17858.26,17117.95,16673.55,17543.44,17085.67,18421.98,18096.88,18122.1,16004.84,16417.75,16800.19,17593.0,16135.03,17607.93,16678.77,16140.18,16817.86,17322.14,16292.74,17336.04,17726.46,15747.98,18195.11,19179.97,16319.15,16798.02,16368.08,18723.84,18271.12,16937.11,18215.29,19296.92
8,,17355.92,17584.43,17083.87,18027.99,17167.39,17438.09,17775.82,16805.99,17133.13,17605.28,17744.95,16103.56,17607.49,17422.01,18063.44,17913.18,17768.02,18012.34,18081.35,17466.64,17253.02,17053.88,16429.31,17760.8,17737.52,18197.17,18741.43,18164.5,16326.43,16666.56,17699.42,16057.88,19244.74,17724.25,16677.76,16756.81,16835.98,15534.79,15546.34,16221.17,16717.94,16887.66,18165.24,15897.21,16201.56,15299.46,19273.39,18281.05,15738.79,19109.72,20789.09
9,,17371.67,16896.95,16834.13,17619.99,17279.46,16794.51,17558.9,17356.35,17832.51,17537.6,17418.96,17467.45,18569.28,17980.3,17384.92,18159.45,17652.84,17243.1,16920.07,17695.04,16283.34,19503.49,16982.11,17435.73,17025.96,18612.7,17343.42,17893.2,16367.85,16973.48,19868.9,17096.12,17648.96,16415.52,16768.55,15311.92,15743.06,17711.4,16327.43,15442.45,15697.08,15997.38,18421.49,16481.03,14725.93,15966.87,18627.51,20550.51,14470.38,21291.29,21396.82
10,,17240.2,17174.59,16944.88,17407.81,17216.04,17593.98,16920.26,16669.07,18371.3,16913.72,17869.82,17792.76,17711.7,18167.77,17470.89,17186.57,17430.13,18533.49,16621.62,16466.06,18517.48,17339.29,18606.52,19070.57,16334.53,17905.58,16578.34,17999.46,16754.02,16212.29,17735.85,18490.05,18011.89,15448.02,15588.65,15831.72,14830.33,16025.91,15412.71,17803.21,15854.47,14855.61,18756.16,14947.36,15521.18,15627.39,19895.62,20281.01,13267.26,20856.74,21188.47
11,MAE,,265.17,286.71,293.39,307.76,317.44,327.48,374.07,376.99,379.27,413.2,421.17,429.9,439.5,440.87,445.63,467.57,481.58,482.38,491.82,501.68,555.42,558.88,559.09,580.38,603.24,625.7,629.64,692.99,706.75,728.09,740.85,744.29,745.84,769.46,785.41,792.58,817.7,857.48,863.81,901.86,912.45,921.16,934.0,1006.8,1008.46,1238.96,1362.27,1486.44,1757.57,2399.19
