RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,3.5187131030585084,3.044522437723423,5.0453598219653335,2.70805020110221,3.8179797266550315,4.31748811353631,1.9958566930255979
4.454347296253507,3.13693143344946,3.044522437723423,5.971995407991755,2.70805020110221,2.0740529396939467,4.330733340286331,3.84934104144253
4.51085950651685,4.407646890063969,3.091042453358316,3.512061392384263,2.70805020110221,0.0,4.709530201312334,4.0687828566947495
4.672828834461906,7.298561040043575,3.1780538303479458,5.338660598205691,2.70805020110221,0.9346265278735122,4.736198448394496,5.302344264230636
4.672828834461906,4.533523085173302,3.1780538303479458,4.310242909834486,2.70805020110221,1.0425726868421223,4.74493212836325,5.054284516137217
4.6913478822291435,6.466319518404703,3.258096538021482,1.4950321106948,2.70805020110221,4.969009505568161,4.574710978503383,3.4108498674606045
4.955827057601261,5.982889085818432,3.258096538021482,1.1314101505574303,2.70805020110221,3.190101047798107,3.970291913552122,4.30672230851959
4.969813299576001,5.041711614696227,3.258096538021482,2.5577041226156245,2.70805020110221,5.675761023569468,4.143134726391533,2.8381599637014894
4.969813299576001,4.6769260269510795,3.258096538021482,0.0,2.70805020110221,5.108745320254956,4.127134385045092,3.140780733975499
4.962844630259907,6.7197016273707195,3.5553480614894135,1.7114018567602478,2.5649493574615367,1.2049927361162946,4.248495242049359,3.763756894226152
4.962844630259907,5.764170637146612,3.5553480614894135,3.2099990706213473,2.5649493574615367,1.1814437168638277,4.23410650459726,2.7308898861828044
