RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965
4.454347296253507,6.352079414807808,3.044522437723423,3.7921352436610016,2.70805020110221,6.254623284333535,4.31748811353631,4.338305456714763
4.454347296253507,3.7203357394371164,3.044522437723423,2.2423098292734904,2.70805020110221,3.929362482849416,4.330733340286331,3.7846669652719642
4.51085950651685,4.315196227979991,3.091042453358316,3.904063895737347,2.70805020110221,0.0,4.709530201312334,4.791240601806095
4.672828834461906,3.220840716903253,3.1780538303479458,3.572073376813632,2.70805020110221,3.1704317510761877,4.736198448394496,4.156017655306811
4.672828834461906,5.278489710451765,3.1780538303479458,2.7871033590678085,2.70805020110221,3.5343158929145813,4.74493212836325,4.213919701193042
4.6913478822291435,2.5330630952056983,3.258096538021482,1.706067278303564,2.70805020110221,4.888709502407715,4.574710978503383,5.375640681238873
4.955827057601261,5.774428223319845,3.258096538021482,6.06368554313094,2.70805020110221,3.2086227318015785,3.970291913552122,5.421412696545108
4.969813299576001,7.074044098631479,3.258096538021482,1.936688648157991,2.70805020110221,4.053249351327175,4.143134726391533,5.06300860184598
4.969813299576001,5.633555607311534,3.258096538021482,3.141581080415099,2.70805020110221,1.3446484227504378,4.127134385045092,1.7895627809006673
4.962844630259907,7.095608274699217,3.5553480614894135,1.1833860104961202,2.5649493574615367,1.522952697500602,4.248495242049359,3.303559974073961
4.962844630259907,6.223479771077125,3.5553480614894135,0.12814260013192325,2.5649493574615367,5.524981719928432,4.23410650459726,3.688135869629578
