S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.4680601411351315,5.315746943612542,3.1354942159291497,3.5351683455796343,2.3978952727983707,2.3448650609869333,0.6931471805599453,2.6336389706392938,4.962844630259907,4.510972925856334,3.7376696182833684,3.8233103768142858,3.091042453358316,2.431549945789797,3.5553480614894135,3.4205118984428196,1.9459101490553132,3.001156803470868
5.4680601411351315,6.4367705605464876,3.1354942159291497,3.285873044315334,2.3978952727983707,1.6718371207955833,0.6931471805599453,1.480266013247734,4.962844630259907,4.259021259646401,3.7376696182833684,3.3320762431282636,3.091042453358316,2.3761709494603753,3.5553480614894135,3.3684191931521523,1.9459101490553132,4.974854494357153
5.4680601411351315,6.008407982710697,3.1354942159291497,3.8751213726367064,2.3978952727983707,2.1693715533923754,0.6931471805599453,2.4894326251643566,4.962844630259907,3.7592919085545975,3.7376696182833684,3.0393321544836107,3.091042453358316,2.353493874321919,3.5553480614894135,3.362503267304046,1.9459101490553132,2.989032190604706
5.4680601411351315,5.969844582856391,3.1354942159291497,2.8206482850762726,2.3978952727983707,1.8118909880708736,0.6931471805599453,3.194841798506004,4.962844630259907,2.5131784867378175,3.7376696182833684,4.869835540273165,3.091042453358316,3.4619882501704256,3.5553480614894135,3.4097845720283,1.9459101490553132,5.359974500428459
5.4680601411351315,6.650680130803662,3.1354942159291497,3.7306181341730276,2.3978952727983707,1.2602419294333058,0.6931471805599453,1.9698389939405279,4.955827057601261,4.21759280622803,3.7376696182833684,3.233785620890537,3.091042453358316,2.704494163121715,3.5553480614894135,4.320526925527756,1.9459101490553132,2.254516841656777
5.458166067489932,5.6473740369846555,3.1354942159291497,4.179460451309231,2.3353749158170367,2.6223714184010802,0.6931471805599453,2.8429987382563993,4.9858871244070615,4.764231547142197,3.729701448634191,3.517570392356055,3.091042453358316,1.4571914703240756,3.5553480614894135,3.4594115535412557,1.9459101490553132,1.0450848443827208
5.448173122092414,5.623364005413096,3.1354942159291497,2.7392985888967356,2.268683541318364,2.304304648772775,0.6931471805599453,3.0024969588706494,5.015069891164122,4.295420935182105,3.721669276936927,4.200767274584749,3.091042453358316,1.8309758305736865,3.5553480614894135,2.441968853838829,1.9459101490553132,4.844784154502097
5.438079308923196,4.797115827306963,3.1354942159291497,3.8839703610503395,2.1972245773362196,2.2749292515428485,0.6931471805599453,3.852256975239544,5.043425116919247,5.383118107727559,3.713572066704308,2.676819257805646,3.091042453358316,1.712606544245701,3.5553480614894135,2.9033327102125943,1.9459101490553132,4.720494527193311
5.438079308923196,3.9971222051938113,3.1354942159291497,3.3521156802484526,2.1972245773362196,2.1278577391697056,0.6931471805599453,2.0759896668209388,5.043425116919247,4.713975874955029,3.713572066704308,3.255992492386501,3.091042453358316,1.4293624121998194,3.5553480614894135,4.088068976289703,1.9459101490553132,3.469183985961276
5.438079308923196,5.282297516544533,3.1354942159291497,4.209843629548242,2.1972245773362196,3.454228165352006,0.6931471805599453,2.4415165508603436,5.043425116919247,4.340987583152128,3.713572066704308,2.4619622540429544,3.091042453358316,2.0192103478683423,3.5553480614894135,3.7202897624485014,1.9459101490553132,2.944755356105055
5.438079308923196,6.221662697577091,3.1354942159291497,2.7421385390907336,2.1972245773362196,1.831227533492238,0.6931471805599453,4.8997422384415135,5.043425116919247,5.1144811795700065,3.713572066704308,6.064080906500753,3.091042453358316,2.1531172926174382,3.5553480614894135,3.325529950783952,1.9459101490553132,2.150508876396887
5.438079308923196,4.376301647065261,3.1354942159291497,3.859351366571172,2.1972245773362196,3.0689853220050947,0.6931471805599453,3.7491365747963177,5.043425116919247,4.924166160370104,3.713572066704308,4.651933345935891,3.091042453358316,2.885192408693034,3.5553480614894135,4.296848239305069,1.9459101490553132,3.4608602351948226
