Index,Lower,Upper
135,26648.39,31259.91
136,26463.9,32083.3
137,26155.78,33131.46
138,25738.26,34085.75
139,25186.23,34921.5
140,25251.95,35059.64
141,25352.17,35199.67
142,25468.96,35310.8
143,25692.16,35333.72
144,25903.63,35490.18
145,25920.8,35623.99
146,25976.85,35768.86
147,26044.34,36027.84
148,26157.21,36307.14
149,26269.67,36687.99
150,26352.31,36895.4
151,26320.27,36936.56
152,25332.85,37059.57
153,25368.51,37250.25
154,25433.39,37425.74
155,25668.93,37462.64
156,25868.64,37630.86
157,25900.69,37742.11
158,25969.09,37866.96
159,26055.7,38099.14
160,26183.79,38355.54
161,26311.94,38713.04
162,26413.65,38893.7
163,26403.17,38933.5
164,26458.55,39081.98
165,26529.9,39250.88
166,26646.67,39388.37
167,26863.55,39443.95
168,27054.22,39615.84
