RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,0.0,1.0120744067826586,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,3.705581246306059,0.0,0.0,0.0,0.0378721492137335,5.181783550292085,3.2944130926192217,1.3862943611198906,0.9350589890307848,4.844187086458591,5.1873150933296115,0.6931471805599453,0.7764698008510555,3.044522437723423,1.1311960341846208,0.0,1.164774389571753
3.367295829986474,3.6125894779754066,0.0,0.5302453017416076,0.0,0.0,5.181783550292085,4.190095205864646,1.3862943611198906,2.100895761949451,4.844187086458591,4.894972274519941,0.6931471805599453,0.4821102741805426,3.044522437723423,1.7537196111693534,0.0,0.0
3.367295829986474,2.689154533326545,0.0,0.0,0.0,2.1035661957081953,5.181783550292085,4.759453207908801,1.3862943611198906,1.3448510180119366,4.844187086458591,4.905901231070387,0.6931471805599453,0.2731129833067795,3.044522437723423,2.8650577468498915,0.0,0.0
3.367295829986474,2.9414589384870378,0.0,0.7996354479855344,0.0,1.0408855766931748,5.181783550292085,5.1475940729714775,1.3862943611198906,1.6845214518699405,4.844187086458591,2.956177124729102,0.6931471805599453,0.433606929911168,3.044522437723423,3.140705561259253,0.0,2.552682692799819
3.367295829986474,3.608402927307767,0.0,0.6660873825011299,0.0,1.5689762287007945,5.181783550292085,1.8402290150958545,1.3862943611198906,1.6930848162469534,4.844187086458591,3.7741402391538155,0.6931471805599453,0.28065033323889166,3.044522437723423,2.272724661510868,0.0,0.24985330954483553
3.367295829986474,3.735087878367102,0.0,0.0,0.0,2.0812019447616605,5.181783550292085,2.6864616459937265,1.3862943611198906,0.7959759714141083,4.844187086458591,3.5524205916150002,0.6931471805599453,1.0050896115282026,3.044522437723423,2.4405369714548044,0.0,0.683815221603546
3.367295829986474,2.5933079617359516,0.0,0.24801886138108326,0.0,2.0562337508860336,5.181783550292085,3.5301824983540113,1.3862943611198906,1.1783600853243168,4.844187086458591,2.971232138062477,0.6931471805599453,0.35927166304284097,3.044522437723423,2.2512720858964705,0.0,0.6998327775586838
3.367295829986474,3.396275252186567,0.0,0.8759393583860868,0.0,1.6805054676951476,5.181783550292085,2.7537435580874994,1.3862943611198906,0.8912165066183959,4.844187086458591,3.7836204175546913,0.6931471805599453,0.36913421663942947,3.044522437723423,2.233499985495913,0.0,0.9134443611213865
3.367295829986474,3.5628722125378816,0.0,0.13243800496338543,0.0,1.7782971699604595,5.181783550292085,1.270587787308855,1.3862943611198906,1.4397234821461848,4.844187086458591,3.419478133705474,0.6931471805599453,0.22565834351039443,3.044522437723423,2.562257585450927,0.0,2.0005723642265814
3.367295829986474,3.115821005872979,0.0,0.12248189016092234,0.0,2.2424007735105453,5.181783550292085,4.855896099463924,1.3862943611198906,2.1464837838278896,4.844187086458591,4.961939321923105,0.6931471805599453,0.6896078701492685,3.044522437723423,3.1688752656151182,0.0,0.5361009082257011
3.367295829986474,1.936756619135678,0.0,0.12342706732635757,0.0,1.659508201073595,5.181783550292085,3.122005132827606,1.3862943611198906,2.180039694303564,4.844187086458591,4.6024985227670445,0.6931471805599453,0.048547240381539625,3.044522437723423,3.3024112435610737,0.0,0.8267272704755166
