S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,1.9480267007694683,4.248495242049359,3.956571722586952,4.1588830833596715,2.910946029997862,1.3862943611198906,2.0192053654818953,2.4849066497880004,3.247530623863269
0.0,0.6381384703377242,4.248495242049359,3.9542388867532132,4.1588830833596715,2.858955933505702,1.3862943611198906,1.5732201705909028,2.4849066497880004,3.469656836738447
0.0,0.37498498567836425,4.248495242049359,4.372065209180892,4.1588830833596715,1.9062437709156415,1.3862943611198906,1.5277206203642215,2.498699971920336,3.610607774910012
0.0,1.6736647214261011,4.248495242049359,3.9703069934718123,4.1588830833596715,2.449253497858726,1.3862943611198906,1.0201194578906638,2.512305623976115,3.313699390825703
0.0,1.6189338302999499,4.248495242049359,4.121961932975296,4.1588830833596715,2.3875094093621554,1.3862943611198906,1.4904992782463586,2.5257286443082556,2.5741254529684663
0.0,1.090185870716051,4.248495242049359,3.5679920847960367,4.1588830833596715,1.5065206997644571,1.3862943611198906,1.208268631719992,2.538973871058276,3.318312656288004
0.0,0.0,4.248495242049359,3.8368088319936007,4.1588830833596715,2.1366313425547925,1.3862943611198906,1.6095649019206522,2.5520459526256287,4.041436497795852
0.0,0.7942159679016741,4.248495242049359,3.7134566196774075,4.1588830833596715,0.5396390677924621,1.3862943611198906,1.186994602191914,2.5649493574615367,3.419815971235585
0.0,0.30850442511176424,4.248495242049359,4.423754205863226,4.1588830833596715,3.169669659741666,1.3862943611198906,2.0506903168640163,2.5649493574615367,2.7822288091271443
0.0,1.033407392486711,4.248495242049359,3.7801637608424996,4.1588830833596715,2.4617220735720453,1.3862943611198906,1.2741448993564846,2.5649493574615367,3.681304402243171
0.0,1.2871954145074218,4.248495242049359,3.932833839013935,4.1588830833596715,0.6868747294006146,1.3862943611198906,1.8683392958497982,2.5649493574615367,2.9780373452235582
