S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,4.4080116163897065,3.1354942159291497,3.3201520002061065,1.0986122886681098,0.9993963072216077,6.003887067106539,4.48788329476785,0.0,4.139823025899501,6.887552571664617,7.091645726255367,2.302585092994046,2.014756564717254
4.727387818712341,4.347762196339849,3.1354942159291497,3.4341060150852205,1.0986122886681098,2.4241880913006724,6.021023349349527,5.8652658169494405,0.0,2.0328138690919944,6.893656354602635,4.680667433788515,2.302585092994046,1.1988767050314424
4.727387818712341,3.87937279651674,3.1354942159291497,4.362428443874695,1.0986122886681098,2.4162030266466825,6.0330862217988015,5.651503988518123,0.0,1.6709563613445066,6.893656354602635,5.8816642869110884,2.302585092994046,2.541256727574507
4.74493212836325,3.8456443742500612,3.1354942159291497,3.8279643982197853,1.0986122886681098,0.2833163848618969,6.025865973825314,3.870806601476008,0.0,4.9284737333191755,6.904750769961838,5.40610862973217,2.4849066497880004,1.4323056689979057
4.74493212836325,4.419736282520561,3.1354942159291497,3.891385262983888,1.0986122886681098,1.7662399202225598,6.02707297457535,5.7717931956054205,0.0,1.8237894179658958,6.90625415285587,6.2590418992036545,2.4849066497880004,2.366199989482018
4.74493212836325,4.402824575949057,3.1354942159291497,4.45255828208462,1.0986122886681098,0.5939944714816436,6.028278520230698,5.591335941402809,0.0,6.6960072895283655,6.907755278982137,6.6933862442730705,2.4849066497880004,2.238938482927788
4.742029368705289,5.075072156380834,3.1354942159291497,3.695445442257112,1.0986122886681098,2.2098161923914033,6.025060496536498,5.738980614136491,0.0,0.9549403074969431,6.914068641038729,6.719283256568094,2.4849066497880004,2.7782470495115383
4.73911815849783,3.529287499186119,3.1354942159291497,4.071726339159363,1.0986122886681098,1.3216075496574349,6.021832083724378,4.24225869438715,0.0,2.175117938163812,6.920342394487609,7.936296584714356,2.4849066497880004,1.0418190095348494
4.736198448394496,5.074720470086053,3.1354942159291497,4.074922774863813,1.0986122886681098,0.9787103420190296,6.018593214496234,3.5586675159501584,0.0,3.2540608785926826,6.926577033222725,5.078793379427153,2.4849066497880004,3.000140201405547
