S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.454347296253507,2.999826586366925,1.791759469228055,1.3145347176935454,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,0.0,0.045143420275289774,4.7535901911063645,4.506338197135906,4.894101477840304,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.0,0.4960677056471013
4.456283405280375,3.594799852567386,1.791759469228055,0.5250259059070407,3.332204510175204,3.8974787752454043,1.0986122886681098,0.7517095655568944,0.0,0.0504145520097517,0.0,0.3368193454381177,4.7535901911063645,4.597482592464292,4.8972177159495125,4.849575635026264,0.0,0.0,2.302585092994046,1.1370182591772795,0.0,0.18998652904831387
4.458215773031428,2.6724135391400354,1.791759469228055,0.6421110497841376,3.332204510175204,2.6094581479580214,1.0986122886681098,1.0895052416732467,0.0,0.9493936013721211,0.0,0.058160842682819826,4.7535901911063645,4.836918956933345,4.9003242732785735,3.9883880664624747,0.0,0.22694314111501557,2.302585092994046,0.5607974125600752,0.0,0.020195042786773365
4.460144413937834,4.57871241610002,1.791759469228055,1.5696038464749846,3.332204510175204,4.1691082388064,1.0986122886681098,0.18147227828132462,0.0,0.27015891562657407,0.0,0.27267353150791124,4.7535901911063645,5.3679717722165625,4.903421209789107,3.8858764569411797,0.0,0.5775430906746389,2.302585092994046,2.77387888611697,0.0,0.32104010976692776
4.4620693423474185,3.919197745084954,1.791759469228055,1.4814890174967827,3.332204510175204,3.0125062173244337,1.0986122886681098,0.03567340074782732,0.0,0.0,0.0,0.1268981760521309,4.7535901911063645,3.9302533508920567,4.906508584887358,5.438232958311483,0.0,0.20017119062626737,2.302585092994046,0.6729228115213434,0.0,0.4760978775254326
4.4639905725253115,4.400351838339755,1.791759469228055,1.832074976968347,3.332204510175204,3.985688302063351,1.0986122886681098,0.3338485625982029,0.0,0.5361331214161716,0.0,0.18160756101410563,4.7535901911063645,4.228534214012045,4.909586457431038,4.264234517483241,0.0,0.0,2.302585092994046,1.754894498570093,0.0,0.3956585328864089
4.465908118654584,3.2570387720030047,1.791759469228055,1.1094070935142604,3.332204510175204,3.0865596664317767,1.0986122886681098,0.6938287463142502,0.0,0.2794010065519724,0.0,0.0,4.7535901911063645,4.676429538949902,4.912654885736052,4.863083918827031,0.0,0.3335906119242972,2.302585092994046,1.591243677414794,0.0,1.0923646934105544
4.465908118654584,3.650802846088591,1.791759469228055,1.9966782281535904,3.332204510175204,3.2590416363982335,1.0986122886681098,0.3956591194881899,0.0,1.11716463547119,0.0,0.19249931779569074,4.770684624465665,4.465312669229861,4.912654885736052,4.893684886563619,0.0,0.2797807906337684,2.302585092994046,1.1070520580814973,0.0,0.19580756001340133
4.465908118654584,2.8049725641993826,1.791759469228055,0.9777892738892269,3.332204510175204,2.9735613197631956,1.0986122886681098,1.4761440319376868,0.0,0.05112712743120862,0.0,0.0,4.770684624465665,5.235959837678627,4.952299717083292,4.010764126880057,0.0,0.9469963176526996,2.302585092994046,2.7524040277282458,0.0,0.8106414040008917
4.465908118654584,1.7310362901940484,1.791759469228055,1.6027924723677238,3.332204510175204,2.6003775082133505,1.0986122886681098,1.1443176813105167,0.0,0.08080897145117827,0.0,0.2397705775436355,4.770684624465665,4.4099139342057505,4.990432586778736,4.327011032986583,0.0,0.0,2.302585092994046,2.760694693834523,0.0,0.5467261498025869
4.465908118654584,1.4058286962979119,1.791759469228055,0.7952536981940718,3.332204510175204,3.599720199804106,1.0986122886681098,0.7737345630909237,0.0,0.7246407725819974,0.0,0.20752266389989193,4.770684624465665,4.281671676778896,4.990918377412531,4.215493154168407,0.0,0.18550933446761828,2.302585092994046,1.260345780773984,0.06899287148695142,0.6146425311906129
