RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,2.9115577591520774,0.0,0.6191740964340632,3.784189633918261,4.218364481807979,5.181783550292085,2.6667093038690175,1.3862943611198906,0.0,4.844187086458591,5.836212729144505,0.6931471805599453,0.24603416965032593,3.044522437723423,2.7861144533570887,0.0,0.0
3.367295829986474,4.259788727263086,0.0,0.9624924112855232,3.784189633918261,2.928389827258095,5.181783550292085,1.932560108884818,1.3862943611198906,1.1717975265741962,4.844187086458591,4.9365585044485405,0.6931471805599453,0.44060371343181204,3.044522437723423,1.6609108187052155,0.0,0.8010308770054271
3.367295829986474,2.9824760691880567,0.0,0.3983394326575529,3.784189633918261,3.5359443237158286,5.181783550292085,5.172280833821686,1.3862943611198906,2.0747248862177483,4.844187086458591,4.2335953006328575,0.6931471805599453,0.5508898282060808,3.044522437723423,1.9388785430859854,0.0,2.9851088825915637
3.367295829986474,3.2447435084591634,0.0,1.2688547666180021,3.784189633918261,4.13222313668647,5.181783550292085,3.1212392777087583,1.3862943611198906,1.5352131448299644,4.844187086458591,3.9981423147597535,0.6931471805599453,0.41794089003097123,3.044522437723423,2.0766812810972834,0.0,0.0
3.367295829986474,3.826553992104665,0.0,0.6717480413957755,3.784189633918261,2.0837374367658095,5.181783550292085,3.9368344535601856,1.3862943611198906,1.9768631553646,4.844187086458591,6.0113771866154915,0.6931471805599453,0.502270487330483,3.044522437723423,3.50232869423636,0.0,1.6863021356562253
3.367295829986474,3.019906515101137,0.0,1.256899351596703,3.784189633918261,1.8830895145568531,5.181783550292085,3.0592047136589597,1.3862943611198906,1.0493651974208171,4.844187086458591,2.337040158787094,0.6931471805599453,0.7573345587818296,3.044522437723423,3.98238145086633,0.0,1.8525348664659318
3.367295829986474,3.048120393730778,0.0,1.3728737358006704,3.784189633918261,5.202885487253393,5.181783550292085,3.949467823870948,1.3862943611198906,1.4841667881776262,4.844187086458591,4.315623734514737,0.6931471805599453,0.7893520194533157,3.044522437723423,2.2575450458836266,0.0,3.261654491643113
3.367295829986474,2.839355451119019,0.0,0.7730527141498502,3.784189633918261,2.1143472476238694,5.181783550292085,2.1660784713326025,1.3862943611198906,3.114973965806008,4.844187086458591,4.095677263384647,0.6931471805599453,0.11874427632993603,3.044522437723423,3.1328899604790683,0.0,0.0
3.367295829986474,3.7796638855030324,0.0,0.16344776906971237,3.784189633918261,3.432946346249115,5.181783550292085,4.487608262401268,1.3862943611198906,0.9382064801267782,4.844187086458591,4.6802415397325685,0.6931471805599453,0.0,3.044522437723423,3.1095046974980036,0.0,0.0
3.367295829986474,3.3998978477627086,0.0,1.8624664816500998,3.784189633918261,2.2282913801865836,5.181783550292085,3.40299007930314,1.3862943611198906,1.7776376120954516,4.844187086458591,5.18736765049695,0.6931471805599453,0.490322106999596,3.044522437723423,2.8956082111888923,0.0,0.0
3.367295829986474,3.3013459574284147,0.0,1.6771880042566427,3.784189633918261,2.5254244344204744,5.181783550292085,1.6915714404102227,1.3862943611198906,1.3755768875756904,4.844187086458591,4.624214718788122,0.6931471805599453,0.06467443370102732,3.044522437723423,2.5346886778455007,0.0,0.2730417439975602
