S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9985288301111271,1.5749249081075742,3.784189633918261,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.4849066497880004,3.0944630585136337
5.043425116919247,5.255330250298859,2.772588722239781,2.6058954521210334,2.0794415416798357,1.9607286528683225,2.3978952727983707,3.6669828424329998,2.1972245773362196,2.913788736867275,0.0,2.881923195080829,1.1451323043030026,1.3131987893558041,3.784189633918261,3.1232961154227326,4.248495242049359,3.880077965198768,4.1588830833596715,4.730850053488,0.6931471805599453,0.02413215177936595,1.3862943611198906,1.1231881244094444,0.0,0.0,3.4339872044851463,3.9766101895194987,2.4849066497880004,3.173234987370452
5.043425116919247,4.810843372058757,2.772588722239781,2.2618000850414224,2.0794415416798357,1.724613441595935,2.3978952727983707,2.6266980134168487,2.1972245773362196,0.1650472777243377,0.0,1.0777204498166066,1.2729656758128873,1.0222817365248342,3.784189633918261,3.1886370669215705,4.248495242049359,3.838355132455465,4.1588830833596715,1.0900066324416677,0.6931471805599453,0.0,1.3862943611198906,1.102990844352131,0.0,0.0,3.4339872044851463,3.997702439438811,2.4849066497880004,2.9087742501688703
5.043425116919247,5.354393771517869,2.772588722239781,2.554193504568349,2.0794415416798357,2.1318343298070896,2.3978952727983707,4.204801442000589,2.1972245773362196,2.332935357521209,0.0,1.3122629919887667,1.3862943611198906,2.6663661662047837,3.784189633918261,3.7925328676344967,4.248495242049359,4.392799139073031,4.1588830833596715,1.2235467047453827,0.6931471805599453,0.3530016433077704,1.3862943611198906,1.510573353503707,0.0,0.0,3.4339872044851463,3.231137596465587,2.4849066497880004,3.49821951292775
5.043425116919247,5.498335973309546,2.772588722239781,1.5145210296883935,2.0794415416798357,2.478045223360785,2.3978952727983707,2.8381153690997407,2.1972245773362196,2.3570379303671025,0.0,0.9383254946083434,1.3470736479666094,0.004730840011252457,3.7876800388580296,4.287014233016464,4.248495242049359,4.312701017539881,4.1588830833596715,3.625742237556893,0.6931471805599453,0.003956669438310578,1.3862943611198906,1.632111937250145,0.0,0.0,3.4339872044851463,2.751366638343903,2.4912964478867714,4.063359343140738
5.043425116919247,4.933372570516404,2.772588722239781,2.7329357424551968,2.0794415416798357,2.5236900500179047,2.3978952727983707,3.231385513176636,2.1972245773362196,0.9415372918208704,0.0,0.8257761416227826,1.3062516534463542,1.0697829599970987,3.7911583032343543,3.6231172537541303,4.248495242049359,4.275597607269454,4.1588830833596715,2.821749025305693,0.6931471805599453,0.36542387204633286,1.3862943611198906,2.075436373219844,0.0,0.0,3.4339872044851463,3.3240707497347546,2.4976456755654297,3.3836416990679545
5.043425116919247,4.809808047537594,2.772588722239781,3.4920214413726485,2.0794415416798357,1.6996594767042197,2.3978952727983707,1.4493454315504057,2.1972245773362196,2.5863575094730775,0.0,0.44373267744934736,1.2636920390275583,2.3896960221927435,3.7946245112108405,3.564749662510015,4.248495242049359,4.706354397942649,4.1588830833596715,3.066332185981337,0.6931471805599453,0.3258199311393653,1.3862943611198906,1.9530978241728685,0.0,0.0,3.4339872044851463,3.858143437679944,2.503954844758695,3.0534980277554746
5.043425116919247,5.163727132674837,2.772588722239781,3.125900189655788,2.0794415416798357,2.337794862177442,2.3978952727983707,2.7818636016003424,2.1972245773362196,0.8477110495569676,0.0,0.9817481794510844,1.2192402764567245,4.112254220365985,3.7980787460789283,3.6829387261923734,4.248495242049359,3.8641193705216197,4.1588830833596715,3.225519795120279,0.6931471805599453,0.3256360699646689,1.3862943611198906,1.6224433585230176,0.0,0.0,3.4339872044851463,3.0716174857703407,2.5102244577722903,2.9786634798754648
5.043425116919247,5.1080426775710555,2.772588722239781,2.549363912828667,2.0794415416798357,2.172018795926915,2.3978952727983707,2.3036767384109194,2.1972245773362196,0.5570011960264156,0.0,0.1819732538104204,1.1727202608218317,0.7770245541986192,3.801521090269901,4.967906196174786,4.248495242049359,4.449372166332885,4.1588830833596715,2.9569109417096926,0.6931471805599453,0.2911885722104173,1.3862943611198906,1.6849923615399038,0.0,0.0,3.4339872044851463,3.012927280046321,2.516455007522926,3.031739102367676
5.043425116919247,4.974382209959949,2.772588722239781,2.3150690302430608,2.0794415416798357,1.9844349868332238,2.3978952727983707,2.8435229694975583,2.1972245773362196,0.023542334360728834,0.0,0.0,1.1239300966523995,2.9948271358354703,3.8049516253666904,3.730972873349863,4.248495242049359,3.7624731960554434,4.1588830833596715,3.120558432199438,0.6931471805599453,0.5008094061431473,1.3862943611198906,1.2824897252629577,0.0,0.0,3.4339872044851463,3.9785316260476056,2.5226469777708473,2.832090318580332
