RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,0.0,1.0120744067826586,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,2.470060742162281,0.0,0.647234577514632,0.0,0.08480253424298345,5.181783550292085,3.476278727181007,1.3862943611198906,1.336859229463332,4.844187086458591,2.7765397826659797,0.6931471805599453,0.0,3.044522437723423,2.4308570766529054,0.0,0.0
3.367295829986474,3.649770935689668,0.0,0.028782475496471477,0.0,2.142206003636308,5.181783550292085,1.7003072944555475,1.3862943611198906,1.1785153911333686,4.844187086458591,4.961359071774364,0.6931471805599453,0.24162752708214313,3.044522437723423,2.2730501384009187,0.0,1.6943890548780818
3.367295829986474,3.6284228600155917,0.0,0.4334387992873337,0.0,2.328609142396696,5.181783550292085,3.7639615996645728,1.3862943611198906,1.1166091817244355,4.844187086458591,3.648445231453641,0.6931471805599453,0.07398736121162225,3.044522437723423,2.188662905810714,0.0,1.4947561697887504
3.367295829986474,3.694045735818992,0.0,0.7348814223119324,0.0,0.46742033728422583,5.181783550292085,3.0075274772410103,1.3862943611198906,1.9334651082586696,4.844187086458591,4.037919516418726,0.6931471805599453,0.24438143026716241,3.044522437723423,1.5040024398995349,0.0,1.7545319046499728
3.367295829986474,3.772814285902046,0.0,0.07631121817046486,0.0,0.5219003288122797,5.181783550292085,1.720875053969078,1.3862943611198906,0.0,4.844187086458591,4.811387420407094,0.6931471805599453,0.8410886520010955,3.044522437723423,2.7489828985077227,0.0,1.7786485814129533
3.367295829986474,3.3611075370069563,0.0,0.0,0.0,0.0,5.181783550292085,2.7578874177200134,1.3862943611198906,0.510658082541128,4.844187086458591,2.7762960376706665,0.6931471805599453,0.6883426716483317,3.044522437723423,2.1830463574266323,0.0,1.8047629667654852
3.367295829986474,2.9549091319090603,0.0,0.31350667436945423,0.0,2.0316178974470285,5.181783550292085,2.7199588043898917,1.3862943611198906,2.9398894416494823,4.844187086458591,4.894060830174448,0.6931471805599453,0.05700778906154658,3.044522437723423,2.3188953816151034,0.0,2.2493233110563837
3.367295829986474,3.4779933827968135,0.0,0.0,0.0,0.0,5.181783550292085,3.3723651362789737,1.3862943611198906,1.6446205111490049,4.844187086458591,2.7413459587467113,0.6931471805599453,0.5265063615659806,3.044522437723423,1.1623853584358468,0.0,0.9632323733142141
3.367295829986474,3.545600197847943,0.0,0.139135298122491,0.0,1.0027361946372129,5.181783550292085,5.458620738442343,1.3862943611198906,2.060030281391886,4.844187086458591,4.049079259447344,0.6931471805599453,0.6398164857802713,3.044522437723423,2.048313718109971,0.0,1.3589968935025527
3.367295829986474,2.9739047633728273,0.0,0.3222882357724418,0.0,1.716642350090567,5.181783550292085,5.4666837239476305,1.3862943611198906,1.2314140492804873,4.844187086458591,4.7264056046795675,0.6931471805599453,0.0,3.044522437723423,1.6466496137937332,0.0,0.6782383161427781
3.367295829986474,2.957534674815061,0.0,0.474769515140561,0.0,0.15750121776268333,5.181783550292085,4.362220597024346,1.3862943611198906,0.5188487849408938,4.844187086458591,5.778854680848653,0.6931471805599453,0.08801756684266226,3.044522437723423,2.1895033058783193,0.0,0.8086678481416225
