S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.0,4.248495242049359,4.248490417491194,4.1588830833596715,3.3957052443904483,1.3862943611198906,1.4414739986893768,2.4849066497880004,2.4958056185942867
0.0,0.0,4.248495242049359,4.248492927742157,4.1588830833596715,3.0300072395834703,1.3862943611198906,1.4560059973619899,2.4849066497880004,2.4951228759227932
0.0,0.0,4.248495242049359,4.248495458495825,4.1588830833596715,2.5175070541171314,1.3862943611198906,1.4251529246187382,2.4849066497880004,2.5290233998056544
0.0,0.0,4.248495242049359,4.2484872611431435,4.1588830833596715,4.161910997706991,1.3862943611198906,1.4013861732664195,2.498699971920336,2.5136005269337134
0.0,0.0,4.248495242049359,4.248494071208944,4.1588830833596715,2.3144212085486244,1.3862943611198906,1.4983272597790391,2.512305623976115,2.5322909255878057
0.0,0.0,4.248495242049359,4.248493276100905,4.1588830833596715,3.8125398325304034,1.3862943611198906,1.3730915672836042,2.5257286443082556,2.4716055767233125
0.0,0.0,4.248495242049359,4.248492523106522,4.1588830833596715,4.022591449665873,1.3862943611198906,1.3767603959955912,2.538973871058276,2.505531283408014
0.0,0.0,4.248495242049359,4.248491652728007,4.1588830833596715,3.848442494554471,1.3862943611198906,1.5392706924011015,2.5520459526256287,2.487080330518748
0.0,0.0,4.248495242049359,4.248487648845305,4.1588830833596715,4.315968166579921,1.3862943611198906,1.446857824460165,2.5649493574615367,2.493129380533285
0.0,0.0,4.248495242049359,4.248490290793662,4.1588830833596715,4.341555613012132,1.3862943611198906,1.561707686476916,2.5649493574615367,2.4914368805713036
0.0,0.0,4.248495242049359,4.248490056991553,4.1588830833596715,3.131831139648963,1.3862943611198906,1.4217245529836473,2.5649493574615367,2.4901218421106703
0.0,0.0,4.248495242049359,4.24848836306428,4.1588830833596715,3.2351346971677613,1.3862943611198906,1.4967453016141117,2.5649493574615367,2.484696048127406
