RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.663439094112067,5.103045554277688,3.1780538303479458,3.6392436171574167,2.70805020110221,3.3928598908698673,4.736198448394496,4.451906016607533,1.3862943611198906,1.6701743144112084
4.68213122712422,4.126687457515222,3.258096538021482,4.264688377223355,2.70805020110221,2.2797705991192236,4.564348191467836,4.120067904522102,1.3862943611198906,1.7393490316659674
4.948759890378168,5.7967236611143,3.258096538021482,3.951627360826202,2.70805020110221,2.3192007363101244,3.784189633918261,4.727399229149521,1.3862943611198906,0.5170323393325151
4.955827057601261,4.9582232546481295,3.258096538021482,4.4269494441378345,2.70805020110221,3.67579636952398,4.02535169073515,4.143275414851952,1.3862943611198906,1.7277486717098682
4.955827057601261,5.572472096635831,3.258096538021482,3.981996415019439,2.70805020110221,3.5796184587745734,4.060443010546419,4.447627730776731,1.3862943611198906,1.1978567648896024
4.969813299576001,5.4483572368079125,3.258096538021482,4.129219512180588,2.70805020110221,3.36371364383772,4.143134726391533,4.342643643434163,1.3862943611198906,1.8473054297865399
4.969813299576001,7.433561074477662,3.258096538021482,4.9024552048667625,2.70805020110221,2.6189248254424804,4.127134385045092,4.425030284067042,1.3862943611198906,1.9736457357156179
4.962844630259907,5.583632994632338,3.2188758248682006,3.11866998313397,2.5649493574615367,2.8033620462717117,4.23410650459726,4.445775501624147,1.3862943611198906,2.894676307212954
4.962844630259907,6.434984124869173,3.5553480614894135,4.266593861442972,2.5649493574615367,3.237919950975867,4.23410650459726,4.684557231916488,1.3862943611198906,1.4750062403714854
4.962844630259907,5.423643896010109,3.5553480614894135,3.9037763823922713,2.5649493574615367,3.4059428301146895,4.23410650459726,4.502059407393586,1.3862943611198906,1.1713151866005764
4.962844630259907,5.293658106217186,3.5553480614894135,3.21893060670004,2.5649493574615367,2.735394280959315,4.2626798770413155,4.856843754941535,1.3862943611198906,1.0021464084992484
4.962844630259907,5.340796289352702,3.5553480614894135,3.2047733713076667,2.5649493574615367,3.875509756721214,4.248495242049359,4.5428559032184115,1.3862943611198906,1.6450644895714726
