RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1905_Actual,S1905_Simulated,S1488_Actual,S1488_Simulated
0.0,0.5727973749538712,0.0,0.40055451451781227,0.0,0.30292891362959246,0.0,0.2853084155855916
0.0,0.0,0.0,1.0687814239637752,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.06453809741654043,0.0,0.2923224507221605,0.0,0.0
0.0,1.961344956296783,0.0,0.007245493229762701,0.0,0.0,0.0,0.3763907465245151
0.0,0.0,0.0,0.03202209835439329,0.0,0.634834890935346,0.0,1.1358451606868118
0.0,1.6616505287792949,0.0,0.0,0.0,0.2613873181536747,0.0,0.0
0.0,0.28126839731567005,0.0,1.1782870750924,0.0,0.07718118241238717,0.0,0.41965370324408335
0.0,0.0,0.0,0.8251152104557355,0.0,1.2051042757608097,0.0,0.30972232911363695
0.0,0.0,0.0,0.0934340758905221,0.0,0.7022866325578156,0.0,0.0
0.0,3.072314601810283,0.0,0.7176963072257012,0.0,0.5434089044854333,0.0,0.08397164394456169
0.0,0.0,0.0,0.966906243859853,0.0,0.0,0.0,0.0
0.0,0.18458409670747228,0.0,1.1511430974864625,0.0,0.4652110370407163,0.0,0.059058346481376256
0.0,0.0,0.0,0.5691978721655515,0.0,0.0,0.0,0.29450553583290007
0.0,0.0,0.0,0.39589882568997364,0.0,0.8697777731648413,0.0,0.6204198742349418
0.0,0.0,0.0,0.48853680873217875,0.0,0.6101875913292079,0.0,0.2513805001376075
0.0,1.7590169446448156,0.0,0.0,0.0,0.42276311985999415,0.0,0.3853426739436662
0.0,0.5971261258872244,0.0,0.0,0.0,0.5345698568728294,0.0,0.8778092644370986
0.0,0.028424179622496104,0.0,0.3643040295952759,0.0,0.0,0.0,0.7556744907995959
0.0,0.0,0.0,0.642152076968759,0.0,0.0,0.0,0.1464874534306344
0.0,0.3752439431901579,0.0,0.8502682977611451,0.0,0.30549236483677317,0.0,0.0
0.0,1.2061534462407297,0.0,0.14149809154030973,0.0,0.0,0.0,0.28577072999849046
0.0,1.5041503515109371,0.0,1.6658799154293271,0.0,0.0,0.0,0.06056961349978948
0.0,0.0,0.0,1.4482221503304453,0.0,0.7515306601002314,0.0,0.0
0.0,1.1419324842749927,0.0,0.9489370602979681,0.0,0.011185299383110081,0.0,0.7718480391518163
