DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,3.082790414946406,0.0,0.8402521691246146
3.258096538021482,3.3868952783686157,0.0,0.0
3.258096538021482,2.352957010650198,0.0,0.26023824267348306
3.258096538021482,1.95284442014087,0.0,0.8538887605039911
3.258096538021482,2.79978551813359,0.0,0.25794878930151566
3.258096538021482,2.725702565294793,0.15415067982725825,0.5537342787131223
3.258096538021482,2.802974756304672,0.2876820724517809,0.8412682611849059
3.258096538021482,2.82735994336291,0.4054651081081644,0.7111515194530612
3.258096538021482,2.328101840131787,0.5108256237659906,1.1215904435189614
3.258096538021482,1.994680296572818,0.6061358035703155,0.23501864359238217
3.258096538021482,2.643419476924104,0.6931471805599453,0.0
